,city,state,zip,longitude,latitude,dma region,state abr,criteria id,"""blockFips""","""incomeBelowPoverty""",medianIncome,incomeLessThan25,"incomeBetween25to50""",incomeBetween50to100,incomeBetween100to200,incomeGreater200,educationHighSchoolGraduate,educationBachelorOrGreater
1596,Calistoga,California,94515,-122.60952,38.597907,San Francisco-Oakland-San Jose,CA,1013636.0,060552019001039,0.107,90145.0,0.2964,0.15,0.225,0.425,0.0393,0.9585,0.4113
1597,Clayton,California,94517,-121.91172,37.923523,San Francisco-Oakland-San Jose,CA,1013681.0,060133553061006,0.093,129872.0,0.0355,0.1776,0.2104,0.3197,0.2568,0.9674,0.5007
1598,Concord,California,94518,-122.02506,37.954122,San Francisco-Oakland-San Jose,CA,1013697.0,060133372003013,0.093,33139.0,0.3342,0.3342,0.2847,0.1114,0.0,0.8483,0.1471
1599,Concord,California,94519,-122.01437,37.984271,San Francisco-Oakland-San Jose,CA,1013697.0,060133552001118,0.093,59511.0,0.0,0.3984,0.4893,0.0,0.1123,0.8233,0.2823
1600,Concord,California,94520,-122.03988,37.986321,San Francisco-Oakland-San Jose,CA,1013697.0,060133290004009,0.093,53660.0,0.0233,0.3478,0.5075,0.0998,0.0216,0.8225,0.3003
1601,Concord,California,94521,-121.97709,37.957772,San Francisco-Oakland-San Jose,CA,1013697.0,060133340043000,0.093,46341.0,0.3562,0.2317,0.2645,0.1351,0.0444,0.8183,0.2256
1602,Pleasant Hill,California,94523,-122.07317,37.951672,San Francisco-Oakland-San Jose,CA,1014148.0,060133230002006,0.093,78727.0,0.0725,0.1865,0.3394,0.3316,0.1192,0.875,0.35
1603,Crockett,California,94525,-122.2234,38.05282,San Francisco-Oakland-San Jose,CA,1013712.0,060133570001010,0.093,78617.0,0.1385,0.1275,0.4791,0.2286,0.0484,0.7981,0.2883
1604,Danville,California,94526,-121.98647,37.811676,San Francisco-Oakland-San Jose,CA,1013720.0,060133462031030,0.093,101647.0,0.0686,0.1223,0.2624,0.4036,0.1431,0.9643,0.556
1605,El Cerrito,California,94530,-122.30426,37.917774,San Francisco-Oakland-San Jose,CA,1013753.0,060133870002003,0.093,66644.0,0.2,0.2509,0.3273,0.1818,0.0945,0.876,0.5706
1606,Fairfield,California,94533,-122.03701,38.269582,Sacramento-Stockton-Modesto,CA,1013778.0,060952526051008,0.122,41674.0,0.2223,0.5315,0.2787,0.0618,0.0,0.826,0.0433
1607,Fremont,California,94536,-121.99433,37.562218,San Francisco-Oakland-San Jose,CA,1013802.0,060014418004006,0.135,95270.0,0.0,0.1277,0.3759,0.3796,0.1168,0.8336,0.3849
1608,Fremont,California,94538,-121.9679,37.527237,San Francisco-Oakland-San Jose,CA,1013802.0,060014423011015,0.135,82525.0,0.1429,0.2876,0.2481,0.3365,0.0714,0.8622,0.3644
1609,Fremont,California,94539,-121.92916,37.515014,San Francisco-Oakland-San Jose,CA,1013802.0,060014431052038,0.135,168915.0,0.0365,0.0784,0.1851,0.4162,0.3,0.9055,0.6865
1610,Hayward,California,94541,-122.08883,37.674431,San Francisco-Oakland-San Jose,CA,1013848.0,060014354002013,0.135,36009.0,0.3451,0.4927,0.262,0.0,0.0416,0.788,0.1485
1611,Hayward,California,94542,-122.05076,37.657381,San Francisco-Oakland-San Jose,CA,1013848.0,060014351022006,0.135,108488.0,0.0798,0.1202,0.2952,0.4821,0.044,0.951,0.4247
1612,Hayward,California,94544,-122.06101,37.633732,San Francisco-Oakland-San Jose,CA,1013848.0,060014382042002,0.135,49086.0,0.2,0.359,0.3923,0.1179,0.0,0.6622,0.1756
1613,Hayward,California,94545,-122.10418,37.635582,San Francisco-Oakland-San Jose,CA,1013848.0,060014372003005,0.135,94051.0,0.0366,0.2366,0.3707,0.3927,0.0,0.8237,0.2699
1614,Castro Valley,California,94546,-122.07934,37.702063,San Francisco-Oakland-San Jose,CA,1013659.0,060014307002012,0.135,82732.0,0.0835,0.132,0.352,0.3566,0.0759,0.8548,0.2865
1615,Hercules,California,94547,-122.25784,38.005122,San Francisco-Oakland-San Jose,CA,1013854.0,060133592035002,0.093,133209.0,0.0833,0.0917,0.2583,0.3792,0.2292,0.8364,0.3909
1616,Lafayette,California,94549,-122.11785,37.895695,San Francisco-Oakland-San Jose,CA,1013919.0,060133480003019,0.093,141225.0,0.1212,0.097,0.1879,0.3333,0.3076,1.0,0.7608
1617,Livermore,California,94550,-121.73011,37.65778,San Francisco-Oakland-San Jose,CA,1013950.0,060014511015074,0.135,173337.0,0.0,0.0,0.3073,0.2544,0.4383,0.9569,0.3818
1618,Castro Valley,California,94552,-122.02503,37.69768,San Francisco-Oakland-San Jose,CA,1013659.0,060014351031007,0.135,141145.0,0.0122,0.0902,0.0991,0.5601,0.2383,0.9011,0.5053
1619,Fremont,California,94555,-122.0509,37.571581,San Francisco-Oakland-San Jose,CA,1013802.0,060014415212005,0.135,130406.0,0.044,0.0971,0.1722,0.5128,0.174,0.898,0.5867
1620,Moraga,California,94556,-122.12426,37.839426,San Francisco-Oakland-San Jose,CA,1014032.0,060133521023010,0.093,114359.0,0.0539,0.1038,0.2642,0.4555,0.1523,0.9617,0.6447
1621,Napa,California,94559,-122.28671,38.291164,San Francisco-Oakland-San Jose,CA,1014046.0,060552002023012,0.107,44708.0,0.1489,0.3835,0.2837,0.1576,0.0263,0.5731,0.113
1622,Newark,California,94560,-122.03362,37.535586,San Francisco-Oakland-San Jose,CA,1014052.0,060014444002006,0.135,81032.0,0.0272,0.1536,0.3952,0.4272,0.0112,0.6921,0.1843
1623,Oakley,California,94561,-121.71328,37.992124,San Francisco-Oakland-San Jose,CA,1014081.0,060133020072023,0.093,43608.0,0.3387,0.3609,0.2905,0.0643,0.0297,0.6355,0.1132
1624,Orinda,California,94563,-122.18296,37.878625,San Francisco-Oakland-San Jose,CA,1014093.0,060133530012000,0.093,169597.0,0.0269,0.0758,0.1822,0.3484,0.3667,0.9832,0.7062
1625,Pinole,California,94564,-122.29208,37.997509,San Francisco-Oakland-San Jose,CA,1014139.0,060133591033019,0.093,80233.0,0.1017,0.2025,0.5038,0.2025,0.0528,0.8555,0.2811
1626,Pleasanton,California,94566,-121.87149,37.658898,San Francisco-Oakland-San Jose,CA,1014149.0,060014507412007,0.135,80369.0,0.2276,0.1879,0.1948,0.2828,0.1397,0.7823,0.3361
1627,Dublin,California,94568,-121.92567,37.714179,San Francisco-Oakland-San Jose,CA,1013740.0,060014503001028,0.135,96213.0,0.0643,0.124,0.3874,0.3997,0.0459,0.931,0.2966
1628,Port Costa,California,94569,-122.18994,38.04337,San Francisco-Oakland-San Jose,CA,1014156.0,060133570002056,0.093,83576.0,0.1036,0.0973,0.4503,0.3319,0.0402,0.9357,0.264
1629,Rio Vista,California,94571,-121.72075,38.156909,Sacramento-Stockton-Modesto,CA,1014193.0,060952535004084,0.122,91830.0,0.0738,0.2068,0.3165,0.3101,0.0928,0.8366,0.1302
1630,Rodeo,California,94572,-122.26213,38.031271,San Francisco-Oakland-San Jose,CA,1014200.0,060133580003005,0.093,77651.0,0.3131,0.1278,0.246,0.361,0.0,0.8092,0.1102
1631,Saint Helena,California,94574,-122.45695,38.511241,San Francisco-Oakland-San Jose,CA,1014300.0,060552016012015,0.107,61093.0,0.1346,0.3375,0.3747,0.0559,0.1242,0.3401,0.1176
1632,Deer Park,California,94576,-122.47725,38.553087,San Francisco-Oakland-San Jose,CA,1013723.0,060552017004041,0.107,54846.0,0.1656,0.3374,0.2577,0.2301,0.1074,0.9218,0.4541
1633,San Leandro,California,94577,-122.15702,37.722279,San Francisco-Oakland-San Jose,CA,1014229.0,060014326001061,0.135,31428.0,0.4312,0.3698,0.1642,0.1111,0.0232,0.726,0.2813
1634,San Leandro,California,94578,-122.128,37.703427,San Francisco-Oakland-San Jose,CA,1014229.0,060014331021014,0.135,66670.0,0.1588,0.2213,0.353,0.2635,0.0389,0.6579,0.1703
1635,San Leandro,California,94579,-122.15421,37.68858,San Francisco-Oakland-San Jose,CA,1014229.0,060014335002019,0.135,43226.0,0.249,0.3735,0.249,0.144,0.0233,0.8267,0.0
1636,San Lorenzo,California,94580,-122.13199,37.678531,San Francisco-Oakland-San Jose,CA,1014230.0,060014358003005,0.135,77721.0,0.1523,0.2408,0.2088,0.4398,0.0123,0.6685,0.1708
1637,San Ramon,California,94583,-121.95213,37.75735,San Francisco-Oakland-San Jose,CA,1014243.0,060133451111005,0.093,147564.0,0.0,0.0219,0.1545,0.484,0.3397,0.9845,0.5584
1638,Suisun City,California,94585,-122.05414,38.231364,Sacramento-Stockton-Modesto,CA,1014310.0,060952524022070,0.122,57518.0,0.1745,0.2918,0.4192,0.1373,0.0458,0.8485,0.2221
1639,Sunol,California,94586,-121.88281,37.593883,San Francisco-Oakland-San Jose,CA,1014316.0,060014506011040,0.135,88983.0,0.0708,0.175,0.3708,0.2458,0.1958,0.9781,0.4803
1640,Union City,California,94587,-122.04577,37.592184,San Francisco-Oakland-San Jose,CA,1014357.0,060014403073003,0.135,116916.0,0.0,0.1071,0.2273,0.5584,0.1071,0.8516,0.3594
1641,Pleasanton,California,94588,-121.89244,37.68973,San Francisco-Oakland-San Jose,CA,1014149.0,060014507431068,0.135,116435.0,0.0134,0.0697,0.3405,0.437,0.1394,0.9648,0.7044
1642,American Canyon,California,94589,-122.25074,38.152068,San Francisco-Oakland-San Jose,CA,1013541.0,060952519022003,0.122,41223.0,0.1687,0.376,0.3374,0.0935,0.0244,0.7153,0.063
1643,Vallejo,California,94590,-122.24571,38.105219,San Francisco-Oakland-San Jose,CA,1014363.0,060952515003017,0.122,38042.0,0.4255,0.3527,0.2255,0.0709,0.0,0.776,0.2397
1644,Vallejo,California,94591,-122.21035,38.099119,San Francisco-Oakland-San Jose,CA,1014363.0,060952505011000,0.122,58326.0,0.2278,0.1582,0.5285,0.0854,0.0,0.7662,0.0796
1645,Walnut Creek,California,94595,-122.07143,37.879757,San Francisco-Oakland-San Jose,CA,1014377.0,060133342003016,0.093,129932.0,0.1755,0.0856,0.149,0.4271,0.1998,0.9172,0.5318
1646,Walnut Creek,California,94596,-122.05858,37.905924,San Francisco-Oakland-San Jose,CA,1014377.0,060133390023024,0.093,85046.0,0.1504,0.2068,0.3506,0.2904,0.0226,0.9277,0.6161
1647,Walnut Creek,California,94598,-122.02618,37.91878,San Francisco-Oakland-San Jose,CA,1014377.0,060133383012010,0.093,155919.0,0.0637,0.0637,0.3473,0.178,0.411,0.9951,0.6994
1648,Yountville,California,94599,-122.36228,38.403011,San Francisco-Oakland-San Jose,CA,1014422.0,060552013001023,0.107,71359.0,0.0684,0.2033,0.4048,0.2994,0.0591,0.8666,0.3601
1649,Oakland,California,94601,-122.21792,37.776835,San Francisco-Oakland-San Jose,CA,1014080.0,060014072002008,0.135,31707.0,0.35,0.35,0.1881,0.1405,0.0,0.498,0.0078
1650,Oakland,California,94602,-122.21211,37.799727,San Francisco-Oakland-San Jose,CA,1014080.0,060014067003006,0.135,38369.0,0.3681,0.2706,0.1624,0.1543,0.0447,0.7674,0.3164
1651,Oakland,California,94603,-122.17332,37.738379,San Francisco-Oakland-San Jose,CA,1014080.0,060014093003023,0.135,36960.0,0.2185,0.3978,0.1064,0.2409,0.0364,0.3007,0.0
1652,Oakland,California,94605,-122.16305,37.763028,San Francisco-Oakland-San Jose,CA,1014080.0,060014098001014,0.135,85203.0,0.1763,0.1119,0.3153,0.4373,0.0,0.9009,0.271
1653,Oakland,California,94606,-122.24352,37.793177,San Francisco-Oakland-San Jose,CA,1014080.0,060014054022006,0.135,33307.0,0.159,0.5759,0.2145,0.1277,0.0,0.8299,0.1236
1654,Oakland,California,94607,-122.28898,37.806427,San Francisco-Oakland-San Jose,CA,1014080.0,060014105001054,0.135,21263.0,0.5276,0.3833,0.0981,0.0846,0.0,0.7809,0.1401
1655,Emeryville,California,94608,-122.28316,37.834724,San Francisco-Oakland-San Jose,CA,1013766.0,060014251042008,0.135,61338.0,0.2297,0.1523,0.3271,0.2709,0.02,0.8112,0.3768
1656,Oakland,California,94609,-122.264,37.834926,San Francisco-Oakland-San Jose,CA,1014080.0,060014011004013,0.135,36568.0,0.4167,0.4226,0.1409,0.0198,0.0,0.7825,0.374
1657,Oakland,California,94610,-122.24199,37.812377,San Francisco-Oakland-San Jose,CA,1014080.0,060014038002007,0.135,78330.0,0.1983,0.1812,0.4712,0.2154,0.0149,1.0,0.7868
1658,Piedmont,California,94611,-122.22289,37.827126,San Francisco-Oakland-San Jose,CA,1014134.0,060014261006001,0.135,175102.0,0.0,0.0,0.1797,0.3789,0.4414,1.0,0.8182
1659,Oakland,California,94612,-122.27172,37.809427,San Francisco-Oakland-San Jose,CA,1014080.0,060014028002014,0.135,38760.0,0.4583,0.1747,0.3196,0.0913,0.0,0.716,0.1522
1660,Piedmont,California,94618,-122.24369,37.843726,San Francisco-Oakland-San Jose,CA,1014134.0,060014043002011,0.135,198167.0,0.0511,0.0455,0.1222,0.3352,0.446,0.9754,0.7419
1661,Oakland,California,94619,-122.18615,37.790027,San Francisco-Oakland-San Jose,CA,1014080.0,060014069002005,0.135,103238.0,0.0447,0.0532,0.383,0.2489,0.2702,0.8902,0.4902
1662,Oakland,California,94621,-122.18969,37.753978,San Francisco-Oakland-San Jose,CA,1014080.0,060014089001008,0.135,19807.0,0.6135,0.31,0.1441,0.0,0.0,0.4571,0.2333
1663,Berkeley,California,94702,-122.2859,37.865026,San Francisco-Oakland-San Jose,CA,1013585.0,060014231003003,0.135,51896.0,0.2228,0.2149,0.3581,0.2308,0.0,0.8331,0.4733
1664,Berkeley,California,94703,-122.27582,37.862526,San Francisco-Oakland-San Jose,CA,1013585.0,060014234001001,0.135,69168.0,0.2114,0.2358,0.4004,0.1463,0.0305,0.808,0.5207
1665,Berkeley,California,94704,-122.25855,37.868575,San Francisco-Oakland-San Jose,CA,1013585.0,060014228001001,0.135,17429.0,0.6848,0.4011,0.043,0.0344,0.0,0.9364,0.4696
1666,Berkeley,California,94705,-122.25084,37.856926,San Francisco-Oakland-San Jose,CA,1013585.0,060014238003014,0.135,92091.0,0.0493,0.1303,0.3275,0.2095,0.2835,0.9918,0.9262
1667,Albany,California,94706,-122.29371,37.889125,San Francisco-Oakland-San Jose,CA,1013529.0,060014205001006,0.135,63845.0,0.1549,0.1386,0.4755,0.1793,0.0516,0.8964,0.6383
1668,Berkeley,California,94709,-122.2668,37.879625,San Francisco-Oakland-San Jose,CA,1013585.0,060014217003000,0.135,46003.0,0.167,0.3927,0.1578,0.2606,0.022,0.9641,0.9019
1669,Berkeley,California,94710,-122.2981,37.869976,San Francisco-Oakland-San Jose,CA,1013585.0,060014221002015,0.135,37919.0,0.3934,0.2118,0.325,0.1461,0.0013,0.8348,0.5159
1670,Richmond,California,94801,-122.36628,37.941424,San Francisco-Oakland-San Jose,CA,1014187.0,060133760002004,0.093,34637.0,0.316,0.4807,0.2689,0.0,0.0,0.4074,0.0922
1671,El Sobrante,California,94803,-122.29413,37.969673,San Francisco-Oakland-San Jose,CA,1013759.0,060133602002002,0.093,52071.0,0.2096,0.2361,0.2771,0.2675,0.0337,0.8306,0.1592
1672,Richmond,California,94804,-122.3408,37.926509,San Francisco-Oakland-San Jose,CA,1014187.0,060133790001015,0.093,33745.0,0.3155,0.3893,0.341,0.0178,0.0,0.4527,0.1189
1673,Richmond,California,94805,-122.32553,37.941824,San Francisco-Oakland-San Jose,CA,1014187.0,060133710002007,0.093,76545.0,0.1468,0.1627,0.3968,0.3492,0.0,0.6526,0.1627
1674,San Pablo,California,94806,-122.33873,37.972623,San Francisco-Oakland-San Jose,CA,1014239.0,060133671003003,0.093,40098.0,0.35,0.3929,0.3083,0.0048,0.0131,0.904,0.215
1675,San Rafael,California,94901,-122.51484,37.972423,San Francisco-Oakland-San Jose,CA,1014242.0,060411101003011,0.092,51479.0,0.3095,0.2969,0.235,0.2205,0.0561,0.7823,0.3577
1676,Kentfield,California,94904,-122.54284,37.950069,San Francisco-Oakland-San Jose,CA,1013895.0,060411191003006,0.092,91278.0,0.1054,0.1865,0.2514,0.2514,0.2054,0.9432,0.5112
1677,Bodega Bay,California,94923,-123.05869,38.347701,San Francisco-Oakland-San Jose,CA,1013602.0,060971543043094,0.128,74051.0,0.2119,0.1703,0.297,0.3069,0.0376,0.8031,0.2216
1678,Bolinas,California,94924,-122.70201,37.907675,San Francisco-Oakland-San Jose,CA,1013603.0,060411321002044,0.092,53853.0,0.1885,0.3683,0.3196,0.171,0.0499,0.9361,0.5027
1679,Corte Madera,California,94925,-122.516,37.924242,San Francisco-Oakland-San Jose,CA,1013704.0,060411211003002,0.092,85549.0,0.0609,0.2061,0.2563,0.2061,0.2706,0.9507,0.489
1680,Rohnert Park,California,94928,-122.69537,38.347174,San Francisco-Oakland-San Jose,CA,1014201.0,060971513062006,0.128,56824.0,0.1729,0.3487,0.3948,0.1873,0.0,0.9029,0.1764
1681,Fairfax,California,94930,-122.59962,37.98779,San Francisco-Oakland-San Jose,CA,1013777.0,060411141003022,0.092,120216.0,0.0773,0.1305,0.2256,0.4056,0.161,0.9662,0.5244
1682,Cotati,California,94931,-122.71044,38.328614,San Francisco-Oakland-San Jose,CA,9051775.0,060971512043008,0.128,54487.0,0.2824,0.2027,0.5714,0.0764,0.0,0.6839,0.2326
1683,Forest Knolls,California,94933,-122.68886,38.012489,San Francisco-Oakland-San Jose,CA,1013793.0,060411130003003,0.092,92864.0,0.1087,0.2101,0.3019,0.3889,0.0362,1.0,0.4826
1684,Inverness,California,94937,-122.87751,38.099205,San Francisco-Oakland-San Jose,CA,1013881.0,060411322001015,0.092,53546.0,0.1965,0.3642,0.3064,0.1474,0.0954,1.0,0.6383
1685,Larkspur,California,94939,-122.5355,37.936151,San Francisco-Oakland-San Jose,CA,1013932.0,060411200003019,0.092,89273.0,0.1561,0.1321,0.3145,0.3061,0.108,0.9829,0.6498
1686,Marshall,California,94940,-122.88357,38.180029,San Francisco-Oakland-San Jose,CA,1013987.0,060411330001054,0.092,55142.0,0.2338,0.2786,0.2935,0.1517,0.097,0.875,0.267
1687,Mill Valley,California,94941,-122.54134,37.898058,San Francisco-Oakland-San Jose,CA,1014009.0,060411270001015,0.092,96952.0,0.081,0.1031,0.3407,0.3168,0.1768,0.9927,0.6724
1688,Novato,California,94945,-122.56316,38.117065,San Francisco-Oakland-San Jose,CA,1014073.0,060411011001018,0.092,117556.0,0.075,0.1263,0.2175,0.2972,0.2953,0.9678,0.5189
1689,Nicasio,California,94946,-122.67866,38.050454,San Francisco-Oakland-San Jose,CA,1014060.0,060411330002036,0.092,111534.0,0.0949,0.0766,0.2445,0.2664,0.3175,0.8252,0.4411
1690,Novato,California,94947,-122.59809,38.098221,San Francisco-Oakland-San Jose,CA,1014073.0,060411032003006,0.092,99537.0,0.1001,0.22,0.2064,0.3115,0.1718,0.892,0.313
1691,Novato,California,94949,-122.54111,38.06317,San Francisco-Oakland-San Jose,CA,1014073.0,060411042001021,0.092,97880.0,0.1045,0.1326,0.3345,0.3427,0.0857,0.9107,0.4588
1692,Penngrove,California,94951,-122.66097,38.314531,San Francisco-Oakland-San Jose,CA,1014125.0,060971506122039,0.128,75302.0,0.1619,0.119,0.2619,0.3286,0.1286,0.8868,0.4097
1693,Petaluma,California,94952,-122.69345,38.243734,San Francisco-Oakland-San Jose,CA,1014129.0,060971511002015,0.128,76980.0,0.1245,0.2176,0.3145,0.2767,0.0805,0.8864,0.2592
1694,Petaluma,California,94954,-122.6069,38.243299,San Francisco-Oakland-San Jose,CA,1014129.0,060971506024000,0.128,66472.0,0.057,0.2732,0.38,0.2993,0.0285,0.8442,0.1677
1695,San Anselmo,California,94960,-122.56884,37.981623,San Francisco-Oakland-San Jose,CA,1014212.0,060411160001010,0.092,70865.0,0.1357,0.1777,0.4179,0.1927,0.0896,0.9532,0.5639
1696,San Quentin,California,94964,-122.49029,37.943365,San Francisco-Oakland-San Jose,CA,1014241.0,060411212002102,0.092,78547.0,0.0588,0.3244,0.2995,0.2513,0.1123,0.7432,0.2808
1697,Sausalito,California,94965,-122.49949,37.855527,San Francisco-Oakland-San Jose,CA,1014261.0,060411311001001,0.092,96053.0,0.0,0.2034,0.5763,0.0,0.2203,0.8398,0.5243
1698,Stinson Beach,California,94970,-122.65043,37.903396,San Francisco-Oakland-San Jose,CA,1014305.0,060411321001017,0.092,114918.0,0.0196,0.1989,0.1765,0.3081,0.2969,0.9912,0.5923
1699,Tomales,California,94971,-122.90644,38.245851,San Francisco-Oakland-San Jose,CA,1014337.0,060411330003058,0.092,127151.0,0.0,0.0676,0.3514,0.5135,0.0676,0.9141,0.3926
1700,Woodacre,California,94973,-122.63914,38.007639,San Francisco-Oakland-San Jose,CA,1014412.0,060411130002010,0.092,86950.0,0.0233,0.2233,0.3573,0.2718,0.1243,0.9607,0.4742
1701,Aptos,California,95003,-121.8944,36.979333,Monterey-Salinas,CA,1013550.0,060871220022012,0.142,101330.0,0.0763,0.1213,0.1937,0.4364,0.184,0.9766,0.4899
1702,Aromas,California,95004,-121.63082,36.885056,Monterey-Salinas,CA,1013555.0,060690002005000,0.127,104841.0,0.0428,0.1405,0.3116,0.3483,0.1568,0.7554,0.2713
1703,Ben Lomond,California,95005,-122.08524,37.084347,Monterey-Salinas,CA,1013583.0,060871203021001,0.142,99518.0,0.0401,0.1277,0.4489,0.3285,0.0547,0.8534,0.3092
1704,Boulder Creek,California,95006,-122.13679,37.151813,Monterey-Salinas,CA,1013609.0,060871204001006,0.142,61338.0,0.1516,0.3031,0.3457,0.1978,0.0591,0.9588,0.3457
1705,Brookdale,California,95007,-122.1047,37.10548,Monterey-Salinas,CA,1013618.0,060871204003041,0.142,75357.0,0.0931,0.2836,0.2334,0.384,0.0162,0.9387,0.3837
1706,Campbell,California,95008,-121.95446,37.278843,San Francisco-Oakland-San Jose,CA,1013642.0,060855065033000,0.106,51180.0,0.3065,0.1828,0.3978,0.1355,0.0204,0.7364,0.2428
1707,Capitola,California,95010,-121.95316,36.9761,Monterey-Salinas,CA,1013649.0,060871218003018,0.142,52128.0,0.3472,0.2351,0.2725,0.2033,0.0512,0.9758,0.4564
1708,Castroville,California,95012,-121.75105,36.768856,Monterey-Salinas,CA,1013660.0,060530104001009,0.171,50705.0,0.2023,0.396,0.3671,0.078,0.0,0.5364,0.1444
1709,Felton,California,95018,-122.05967,37.057708,Monterey-Salinas,CA,1013783.0,060871206002036,0.142,75470.0,0.208,0.2213,0.408,0.2267,0.048,0.9037,0.3067
1710,Freedom,California,95019,-121.77972,36.935552,Monterey-Salinas,CA,1013801.0,060871106004014,0.142,28683.0,0.4921,0.3691,0.1861,0.0,0.0,0.4734,0.1907
1711,Gilroy,California,95020,-121.56581,37.016943,San Francisco-Oakland-San Jose,CA,1013817.0,060855126042004,0.106,29573.0,0.2274,0.4658,0.1832,0.1236,0.0,0.3025,0.0017
1712,Hollister,California,95023,-121.38006,36.862243,Monterey-Salinas,CA,1013861.0,060690001002031,0.127,55420.0,0.2383,0.2344,0.3574,0.2695,0.0,0.5933,0.1406
1713,Los Gatos,California,95032,-121.9534,37.241193,San Francisco-Oakland-San Jose,CA,1013964.0,060855068013013,0.106,109851.0,0.0858,0.1022,0.1953,0.2591,0.3887,0.9487,0.6723
1714,Los Gatos,California,95033,-121.9881,37.160012,San Francisco-Oakland-San Jose,CA,1013964.0,060855118001046,0.106,123889.0,0.0352,0.0944,0.2535,0.3493,0.2746,0.9607,0.5804
1715,Milpitas,California,95035,-121.89438,37.436451,San Francisco-Oakland-San Jose,CA,1014012.0,060855044143009,0.106,109728.0,0.1012,0.1012,0.1127,0.6647,0.0462,0.8444,0.5686
1716,Morgan Hill,California,95037,-121.66211,37.137595,San Francisco-Oakland-San Jose,CA,1014034.0,060855123143007,0.106,56077.0,0.2703,0.3228,0.3498,0.1532,0.033,0.5567,0.2776
1717,Moss Landing,California,95039,-121.78299,36.812905,Monterey-Salinas,CA,1014037.0,060530146012016,0.171,46878.0,0.2631,0.3655,0.2711,0.1627,0.0522,0.7361,0.1472
1718,San Martin,California,95046,-121.60048,37.088746,San Francisco-Oakland-San Jose,CA,1014236.0,060855124022014,0.106,128176.0,0.1911,0.1945,0.0751,0.5529,0.1502,0.6547,0.151
1719,Santa Clara,California,95050,-121.95131,37.347791,San Francisco-Oakland-San Jose,CA,1014249.0,060855057002001,0.106,35388.0,0.2826,0.4723,0.1897,0.1285,0.0,0.8664,0.3813
1720,Santa Clara,California,95051,-121.9846,37.346241,San Francisco-Oakland-San Jose,CA,1014249.0,060855054014001,0.106,59956.0,0.1525,0.3021,0.1642,0.2346,0.1789,0.8256,0.3772
1721,Santa Clara,California,95054,-121.96066,37.39324,San Francisco-Oakland-San Jose,CA,1014249.0,060855050014002,0.106,108474.0,0.0481,0.1856,0.1409,0.4777,0.1959,0.977,0.6049
1722,Scotts Valley,California,95060,-122.04603,36.980556,Monterey-Salinas,CA,1014262.0,060871003001005,0.142,70038.0,0.2219,0.246,0.1608,0.1672,0.2283,0.9786,0.5231
1723,Santa Cruz,California,95062,-121.99086,36.9707,Monterey-Salinas,CA,1014251.0,060871214031013,0.142,44065.0,0.2479,0.3273,0.2371,0.1637,0.0554,0.8444,0.3125
1724,Santa Cruz,California,95064,-122.06026,37.000199,Monterey-Salinas,CA,1014251.0,060871004003006,0.142,27890.0,0.2662,0.6008,0.1977,0.0152,0.0,1.0,0.9208
1725,Santa Cruz,California,95065,-121.98523,37.010322,Monterey-Salinas,CA,1014251.0,060871212004024,0.142,57129.0,0.134,0.2416,0.3612,0.1435,0.1244,0.9614,0.5007
1726,Scotts Valley,California,95066,-122.01507,37.057575,Monterey-Salinas,CA,1014262.0,060871209003015,0.142,125069.0,0.1081,0.1316,0.1974,0.4253,0.168,0.9094,0.4056
1727,Saratoga,California,95070,-122.02305,37.270543,San Francisco-Oakland-San Jose,CA,1014260.0,060855075001002,0.106,130168.0,0.1053,0.1962,0.1531,0.2536,0.3429,0.9861,0.7922
1728,Soquel,California,95073,-121.95072,37.007916,Monterey-Salinas,CA,1014290.0,060871220011034,0.142,66950.0,0.0393,0.3122,0.3166,0.155,0.1812,0.9406,0.4592
1729,San Jose,California,95110,-121.89877,37.335545,San Francisco-Oakland-San Jose,CA,1014226.0,060855008002001,0.106,47744.0,0.2418,0.3937,0.3439,0.0948,0.0522,0.7993,0.2158
1730,San Jose,California,95111,-121.82664,37.284042,San Francisco-Oakland-San Jose,CA,1014226.0,060855032173004,0.106,115130.0,0.1168,0.1496,0.1496,0.5839,0.0,1.0,0.7182
1731,San Jose,California,95112,-121.88627,37.348541,San Francisco-Oakland-San Jose,CA,1014226.0,060855011022012,0.106,46141.0,0.2277,0.4139,0.3644,0.0535,0.0,0.4826,0.1539
1732,San Jose,California,95113,-121.89154,37.333941,San Francisco-Oakland-San Jose,CA,1014226.0,060855008001026,0.106,55074.0,0.3846,0.0675,0.1839,0.1726,0.2139,0.5865,0.2835
1733,San Jose,California,95116,-121.8544,37.34964,San Francisco-Oakland-San Jose,CA,1014226.0,060855036021003,0.106,32927.0,0.3608,0.2835,0.3144,0.0412,0.018,0.4819,0.0
1734,San Jose,California,95117,-121.96162,37.311042,San Francisco-Oakland-San Jose,CA,1014226.0,060855063023005,0.106,80981.0,0.1608,0.0965,0.3063,0.3455,0.1077,0.9473,0.4747
1735,San Jose,California,95118,-121.89072,37.257643,San Francisco-Oakland-San Jose,CA,1014226.0,060855029092002,0.106,81098.0,0.0,0.142,0.4198,0.3889,0.0494,0.4726,0.2363
1736,San Jose,California,95119,-121.79092,37.232244,San Francisco-Oakland-San Jose,CA,1014226.0,060855120332031,0.106,86738.0,0.0445,0.1105,0.4161,0.3486,0.1248,0.8654,0.3013
