,city,state,zip,longitude,latitude,dma region,state abr,criteria id,"""blockFips""","""incomeBelowPoverty""",medianIncome,incomeLessThan25,"incomeBetween25to50""",incomeBetween50to100,incomeBetween100to200,incomeGreater200,educationHighSchoolGraduate,educationBachelorOrGreater
0,Moody,Alabama,35004,-86.50249,33.606379,Birmingham,AL,9052472.0,011150401032104,0.13,52983.0,0.1376,0.2946,0.4215,0.1193,0.0285,0.7759,0.1056
1,Adamsville,Alabama,35005,-86.95969,33.592585,Birmingham,AL,1012928.0,010730124032023,0.186,60327.0,0.2207,0.3062,0.5229,0.0616,0.0139,0.8617,0.1714
2,Adger,Alabama,35006,-87.23957,33.451714,Birmingham,AL,1012930.0,010730141023082,0.186,44854.0,0.12,0.5294,0.2871,0.0988,0.0,0.608,0.0787
3,Alabaster,Alabama,35007,-86.80871,33.232422,Birmingham,AL,1012931.0,011170303191035,0.098,33809.0,0.3267,0.4444,0.3118,0.1028,0.0,0.7297,0.0958
4,Alexander City,Alabama,35010,-85.92669,32.903432,Montgomery (Selma),AL,1012933.0,011239623003030,0.183,40681.0,0.2448,0.4154,0.3086,0.0807,0.0,0.7375,0.1745
5,Alpine,Alabama,35014,-86.2772,33.35596,Birmingham,AL,1012936.0,011210112001175,0.227,32230.0,0.3533,0.3902,0.2865,0.0633,0.0,0.5524,0.1015
6,Arab,Alabama,35016,-86.49278,34.323715,Huntsville-Decatur (Florence),AL,1012939.0,010950305005031,0.194,41445.0,0.3558,0.3262,0.2735,0.1269,0.0461,0.8536,0.2404
7,Bessemer,Alabama,35020,-86.95141,33.405559,Birmingham,AL,1012953.0,010730103022022,0.186,17713.0,0.8147,0.3684,0.0429,0.0,0.0,0.6079,0.0509
8,Bessemer,Alabama,35022,-86.95252,33.346817,Birmingham,AL,1012953.0,010730143013048,0.186,38769.0,0.3758,0.4072,0.2036,0.1253,0.0,0.7069,0.0673
9,Bessemer,Alabama,35023,-87.0193,33.443039,Birmingham,AL,1012953.0,010730100013015,0.186,58499.0,0.1561,0.379,0.4172,0.1178,0.0,0.7982,0.0929
10,Blountsville,Alabama,35031,-86.5338,34.111425,Birmingham,AL,1012955.0,010090504003022,0.165,34317.0,0.3593,0.4548,0.1533,0.0302,0.0201,0.6572,0.0864
11,Bremen,Alabama,35033,-87.02889,33.952939,Birmingham,AL,1012957.0,010439657002067,0.192,39774.0,0.2724,0.4659,0.274,0.0619,0.0,0.7306,0.1278
12,Calera,Alabama,35040,-86.74996,33.107572,Birmingham,AL,1012964.0,011170305013118,0.098,45895.0,0.1828,0.4367,0.37,0.0809,0.0,0.9886,0.0938
13,Centreville,Alabama,35042,-87.13867,32.963486,Birmingham,AL,1012969.0,010070100033168,0.209,44248.0,0.192,0.3997,0.1877,0.2221,0.0229,0.694,0.1518
14,Chelsea,Alabama,35043,-86.66295,33.317093,Birmingham,AL,1012971.0,011170302143026,0.098,90345.0,0.1376,0.1523,0.3821,0.246,0.1288,0.8615,0.3142
15,Childersburg,Alabama,35044,-86.35582,33.268471,Birmingham,AL,1012973.0,011210113004048,0.227,40169.0,0.372,0.3354,0.3203,0.0769,0.0,0.7099,0.0817
16,Clanton,Alabama,35045,-86.64355,32.834501,Birmingham,AL,1012974.0,010210601011010,0.204,33589.0,0.3794,0.3853,0.2235,0.0118,0.0,0.5396,0.0981
17,Clanton,Alabama,35046,-86.56504,32.894351,Birmingham,AL,1012974.0,010210603002112,0.204,54628.0,0.2328,0.2686,0.3774,0.1019,0.0537,0.6595,0.0966
18,Columbiana,Alabama,35051,-86.61584,33.201789,Birmingham,AL,1012979.0,011170307012137,0.098,35520.0,0.2962,0.3711,0.2578,0.0823,0.0146,0.6928,0.1239
19,Cullman,Alabama,35055,-86.82506,34.167893,Birmingham,AL,1012985.0,010439650001001,0.192,37075.0,0.441,0.6677,0.1957,0.0714,0.0,0.729,0.1221
20,Cullman,Alabama,35057,-86.92449,34.139198,Birmingham,AL,1012985.0,010439646002004,0.192,42646.0,0.1795,0.5159,0.2341,0.1318,0.0,0.6861,0.1775
21,Cullman,Alabama,35058,-86.7562,34.223732,Birmingham,AL,1012985.0,010439642004019,0.192,53339.0,0.1391,0.3313,0.456,0.0777,0.0573,0.78,0.131
22,Fairfield,Alabama,35064,-86.91684,33.476908,Birmingham,AL,1013004.0,010730106026026,0.186,22598.0,0.6528,0.2998,0.2543,0.0,0.0,0.7281,0.1782
23,Fultondale,Alabama,35068,-86.81518,33.611297,Birmingham,AL,1013014.0,010730120024009,0.186,63056.0,0.1287,0.2663,0.3474,0.2772,0.0,0.8523,0.0895
24,Gardendale,Alabama,35071,-86.8206,33.67933,Birmingham,AL,1013016.0,010730117032001,0.186,50931.0,0.2493,0.2709,0.2547,0.2116,0.066,0.7597,0.1576
25,Goodwater,Alabama,35072,-86.04682,33.089342,Birmingham,AL,1013019.0,010379610002000,0.186,40298.0,0.3531,0.264,0.4224,0.0561,0.0,0.5825,0.074
26,Graysville,Alabama,35073,-86.96885,33.640865,Birmingham,AL,1013022.0,010730121033011,0.186,20599.0,0.5236,0.152,0.3243,0.0,0.0,0.5939,0.0498
27,Hanceville,Alabama,35077,-86.80644,34.043589,Birmingham,AL,1013031.0,010439654011054,0.192,33424.0,0.355,0.3773,0.2799,0.0568,0.0,0.6332,0.0384
28,Hayden,Alabama,35079,-86.7607,33.922179,Birmingham,AL,1013034.0,010090506021040,0.165,43410.0,0.2822,0.4209,0.3455,0.0,0.0268,0.7762,0.1692
29,Helena,Alabama,35080,-86.88411,33.280625,Birmingham,AL,1013039.0,011170303342015,0.098,76439.0,0.1797,0.2911,0.3215,0.3241,0.0,0.8737,0.3314
30,Kellyton,Alabama,35089,-86.06098,32.941708,Birmingham,AL,1013050.0,010379610004086,0.186,23961.0,0.5472,0.375,0.1887,0.0071,0.0,0.5049,0.0541
31,Leeds,Alabama,35094,-86.55506,33.530698,Birmingham,AL,1013055.0,010730110012029,0.186,29254.0,0.3493,0.5859,0.1437,0.0,0.0,0.6677,0.1342
32,Lincoln,Alabama,35096,-86.12079,33.605233,Birmingham,AL,1013058.0,011210102011121,0.227,36753.0,0.3561,0.4086,0.3444,0.0,0.0,0.7718,0.1217
33,Locust Fork,Alabama,35097,-86.63056,33.896526,Birmingham,AL,1013063.0,010090507004026,0.165,54968.0,0.3119,0.1911,0.4869,0.0362,0.0,0.8057,0.0949
34,Montevallo,Alabama,35115,-86.8738,33.114972,Birmingham,AL,1013073.0,011170304082066,0.098,31044.0,0.308,0.4262,0.144,0.1241,0.0117,0.7877,0.1192
35,Morris,Alabama,35116,-86.78543,33.74137,Birmingham,AL,1013076.0,010730113023038,0.186,59964.0,0.268,0.2107,0.3133,0.2227,0.028,0.7854,0.1581
36,Oneonta,Alabama,35121,-86.45813,33.944897,Birmingham,AL,1013088.0,010090501021031,0.165,55222.0,0.2727,0.16,0.3418,0.2164,0.0327,0.7532,0.2944
37,Pelham,Alabama,35124,-86.78726,33.317471,Birmingham,AL,1013095.0,011170303151048,0.098,53846.0,0.2399,0.3462,0.3849,0.1868,0.0,0.8898,0.2855
38,Pell City,Alabama,35125,-86.28912,33.606663,Birmingham,AL,1013096.0,011150402014050,0.13,49712.0,0.3568,0.2717,0.3944,0.0933,0.0,0.6703,0.0546
39,Pinson,Alabama,35126,-86.66052,33.728568,Birmingham,AL,1013103.0,010730112061057,0.186,51951.0,0.152,0.336,0.228,0.236,0.048,0.8658,0.1752
40,Pleasant Grove,Alabama,35127,-86.97331,33.487675,Birmingham,AL,1013104.0,010730123053022,0.186,38827.0,0.2881,0.4891,0.2881,0.0508,0.0,0.6957,0.07
41,Pell City,Alabama,35128,-86.30285,33.561597,Birmingham,AL,1013096.0,011150402032090,0.13,27212.0,0.4573,0.4589,0.1192,0.029,0.0,0.6895,0.1928
42,Quinton,Alabama,35130,-87.11584,33.640629,Birmingham,AL,1013106.0,011270216002002,0.232,47296.0,0.3452,0.3373,0.3333,0.0635,0.0,0.6458,0.0602
43,Ragland,Alabama,35131,-86.17492,33.721107,Birmingham,AL,1013107.0,011150403003087,0.13,59659.0,0.2443,0.2298,0.4432,0.1417,0.0,0.7515,0.0773
44,Shelby,Alabama,35143,-86.53875,33.080971,Birmingham,AL,1013124.0,011170307043082,0.098,46391.0,0.1845,0.4798,0.3392,0.0492,0.0158,0.8523,0.1378
45,Springville,Alabama,35146,-86.45052,33.781133,Birmingham,AL,1013126.0,011150405011048,0.13,58856.0,0.1272,0.2531,0.435,0.1833,0.0228,0.752,0.163
46,Sumiton,Alabama,35148,-87.04756,33.753474,Birmingham,AL,1013128.0,011270218001045,0.232,38018.0,0.2832,0.4082,0.2908,0.0663,0.0,0.6153,0.0162
47,Sycamore,Alabama,35149,-86.20523,33.252906,Birmingham,AL,1013130.0,011210111002126,0.227,43046.0,0.3432,0.4142,0.2869,0.0,0.0,0.6452,0.0724
48,Sylacauga,Alabama,35150,-86.25105,33.185782,Birmingham,AL,1013131.0,011210117003047,0.227,36336.0,0.246,0.4104,0.1818,0.1604,0.012,0.7888,0.2246
49,Sylacauga,Alabama,35151,-86.33414,33.137515,Birmingham,AL,1013131.0,011210115003024,0.227,36616.0,0.2624,0.3795,0.2558,0.1238,0.0,0.6654,0.0817
50,Talladega,Alabama,35160,-86.10908,33.415449,Birmingham,AL,1013132.0,011210110001002,0.227,59447.0,0.2555,0.2243,0.4329,0.1056,0.0183,0.7891,0.1818
51,Trussville,Alabama,35173,-86.58546,33.623485,Birmingham,AL,1013138.0,010730111071080,0.186,98931.0,0.0415,0.1874,0.2953,0.3653,0.1105,0.8926,0.2506
52,Vinemont,Alabama,35179,-86.92158,34.256106,Birmingham,AL,1013146.0,010439644001007,0.192,33264.0,0.3926,0.4318,0.2159,0.0961,0.0332,0.7568,0.1514
53,Warrior,Alabama,35180,-86.81569,33.82343,Birmingham,AL,1013149.0,010730114001034,0.186,35850.0,0.1973,0.6877,0.1398,0.0249,0.0,0.5458,0.0291
54,Birmingham,Alabama,35203,-86.8097,33.519055,Birmingham,AL,1012954.0,010730027001071,0.186,21473.0,0.5343,0.1697,0.2696,0.0421,0.0421,0.6053,0.1057
55,Birmingham,Alabama,35204,-86.83534,33.519855,Birmingham,AL,1012954.0,010730029001006,0.186,13595.0,0.7685,0.3112,0.0323,0.0,0.0,0.545,0.045
56,Birmingham,Alabama,35205,-86.8057,33.497055,Birmingham,AL,1012954.0,010730045001184,0.186,14515.0,0.5871,0.2628,0.1556,0.0168,0.0,0.7118,0.3086
57,Birmingham,Alabama,35206,-86.72163,33.568573,Birmingham,AL,1012954.0,010730001005030,0.186,26003.0,0.3687,0.7207,0.0223,0.0,0.0,0.7626,0.0971
58,Birmingham,Alabama,35207,-86.81897,33.560652,Birmingham,AL,1012954.0,010730008001006,0.186,12633.0,0.7426,0.2396,0.1036,0.0,0.0,0.5205,0.0123
59,Birmingham,Alabama,35208,-86.88115,33.494545,Birmingham,AL,1012954.0,010730037002004,0.186,28469.0,0.4353,0.5199,0.1493,0.0174,0.0,0.7655,0.1108
60,Birmingham,Alabama,35209,-86.80814,33.468306,Birmingham,AL,1012954.0,010730107051056,0.186,88595.0,0.1648,0.0898,0.408,0.3104,0.027,0.9437,0.6246
61,Birmingham,Alabama,35210,-86.66963,33.546051,Birmingham,AL,1012954.0,010730127011025,0.186,47934.0,0.217,0.3396,0.2925,0.1509,0.0,0.7861,0.3833
62,Birmingham,Alabama,35211,-86.85878,33.479306,Birmingham,AL,1012954.0,010730052003022,0.186,34952.0,0.3242,0.4725,0.2088,0.0632,0.0,0.7608,0.1802
63,Birmingham,Alabama,35212,-86.74896,33.542004,Birmingham,AL,1012954.0,010730003001054,0.186,23198.0,0.5161,0.4789,0.1067,0.0,0.0,0.5714,0.0556
64,Birmingham,Alabama,35213,-86.74161,33.507637,Birmingham,AL,1012954.0,010730108012005,0.186,148265.0,0.0916,0.1095,0.1472,0.3752,0.2765,0.9846,0.9165
65,Birmingham,Alabama,35214,-86.89199,33.558772,Birmingham,AL,1012954.0,010730124021005,0.186,32428.0,0.3858,0.3348,0.3415,0.0399,0.0,0.8792,0.0751
66,Birmingham,Alabama,35215,-86.69506,33.636102,Birmingham,AL,1012954.0,010730118032007,0.186,36444.0,0.3472,0.4925,0.2639,0.0641,0.0,0.9223,0.1243
67,Birmingham,Alabama,35216,-86.78489,33.420558,Birmingham,AL,1012954.0,010730129062029,0.186,108320.0,0.0942,0.2216,0.1927,0.3854,0.1456,0.9678,0.5538
68,Birmingham,Alabama,35217,-86.76708,33.590003,Birmingham,AL,1012954.0,010730119041030,0.186,64374.0,0.098,0.2568,0.5169,0.1284,0.0,0.8445,0.2403
69,Birmingham,Alabama,35218,-86.89524,33.506456,Birmingham,AL,1012954.0,010730032002012,0.186,2609.0,1.0,0.0,0.0,0.0,0.0,0.6484,0.0234
70,Birmingham,Alabama,35221,-86.8965,33.450267,Birmingham,AL,1012954.0,010730131003016,0.186,18271.0,0.6753,0.355,0.1385,0.0,0.0,0.741,0.1821
71,Birmingham,Alabama,35222,-86.77335,33.524254,Birmingham,AL,1012954.0,010730024003027,0.186,16607.0,0.7317,0.3659,0.0244,0.0,0.0,0.6997,0.0483
72,Birmingham,Alabama,35223,-86.73402,33.488355,Birmingham,AL,1012954.0,010730108051044,0.186,192715.0,0.0103,0.0858,0.2368,0.2896,0.3878,0.9947,0.8069
73,Birmingham,Alabama,35224,-86.93189,33.517706,Birmingham,AL,1012954.0,010730125001112,0.186,56526.0,0.1881,0.2844,0.5229,0.0321,0.0,0.6118,0.0147
74,Birmingham,Alabama,35226,-86.8295,33.406409,Birmingham,AL,1012954.0,010730144061024,0.186,88353.0,0.1461,0.1386,0.3905,0.313,0.0939,0.9683,0.5754
75,Birmingham,Alabama,35228,-86.92273,33.454262,Birmingham,AL,1012954.0,010730136011001,0.186,27109.0,0.4648,0.5938,0.1055,0.0156,0.0,0.7474,0.0593
76,Birmingham,Alabama,35233,-86.7997,33.509623,Birmingham,AL,1012954.0,010730045001045,0.186,14515.0,0.5871,0.2628,0.1556,0.0168,0.0,0.7118,0.3086
77,Birmingham,Alabama,35234,-86.80602,33.538504,Birmingham,AL,1012954.0,010730016003044,0.186,10856.0,0.7929,0.3737,0.0,0.0,0.0,0.6739,0.0566
78,Birmingham,Alabama,35235,-86.65507,33.609779,Birmingham,AL,1012954.0,010730111043007,0.186,94152.0,0.0674,0.2258,0.2463,0.4604,0.0,0.9482,0.2896
79,Birmingham,Alabama,35242,-86.69684,33.409582,Birmingham,AL,1012954.0,011170303303009,0.098,82565.0,0.0955,0.2309,0.3422,0.2425,0.0947,0.9032,0.5578
80,Birmingham,Alabama,35243,-86.74586,33.437667,Birmingham,AL,1012954.0,010730129113005,0.186,100925.0,0.0201,0.1908,0.2952,0.3032,0.1908,0.9821,0.731
81,Birmingham,Alabama,35244,-86.81577,33.356981,Birmingham,AL,1012954.0,011170303333004,0.098,107818.0,0.0724,0.2096,0.2003,0.5223,0.0185,0.9185,0.5095
82,Tuscaloosa,Alabama,35401,-87.56843,33.193818,Birmingham,AL,1013139.0,011250118001007,0.18,13486.0,0.7444,0.1333,0.1593,0.0,0.0,0.5268,0.039
83,Tuscaloosa,Alabama,35403,-87.52749,33.205073,Birmingham,AL,1013139.0,011250112001096,0.18,10283.0,0.8301,0.0837,0.0646,0.0431,0.0,0.5762,0.2129
84,Tuscaloosa,Alabama,35404,-87.49461,33.217168,Birmingham,AL,1013139.0,011250127001011,0.18,51820.0,0.1945,0.3314,0.4106,0.0909,0.0,0.4986,0.0702
85,Tuscaloosa,Alabama,35405,-87.52303,33.149246,Birmingham,AL,1013139.0,011250123042009,0.18,28711.0,0.4774,0.2323,0.1742,0.071,0.0452,0.8058,0.186
86,Tuscaloosa,Alabama,35406,-87.50611,33.271585,Birmingham,AL,1013139.0,011250101011103,0.18,107592.0,0.1429,0.1622,0.1696,0.2545,0.2708,0.9354,0.5025
87,Brookwood,Alabama,35444,-87.3052,33.276411,Birmingham,AL,1012959.0,011250106011139,0.18,64750.0,0.1648,0.2102,0.5739,0.0455,0.0369,0.6055,0.0467
88,Buhl,Alabama,35446,-87.75054,33.207547,Birmingham,AL,1012962.0,011250103021009,0.18,46682.0,0.2518,0.3088,0.3919,0.0855,0.0,0.697,0.0707
89,Carrollton,Alabama,35447,-88.16866,33.254197,Birmingham,AL,1012967.0,011070503004005,0.244,23747.0,0.5263,0.3531,0.2763,0.0066,0.0,0.6686,0.0341
90,Cottondale,Alabama,35453,-87.39889,33.170357,Birmingham,AL,1012980.0,011250107025128,0.18,51409.0,0.1625,0.2175,0.415,0.205,0.0,0.8682,0.1726
91,Eutaw,Alabama,35462,-87.93837,32.931143,Birmingham,AL,1013001.0,010630601003010,0.31,32228.0,0.4819,0.1503,0.2228,0.1865,0.0,0.7392,0.2161
92,Gordo,Alabama,35466,-87.88368,33.299935,Birmingham,AL,1013020.0,011070500003068,0.244,43674.0,0.2865,0.3611,0.2726,0.1337,0.0,0.7467,0.0834
93,Livingston,Alabama,35470,-88.12485,32.558949,Meridian,AL,1013061.0,011190113001057,0.313,12172.0,0.6559,0.276,0.0733,0.0341,0.0,0.625,0.1333
94,Northport,Alabama,35473,-87.58945,33.260567,Birmingham,AL,1013085.0,011250102023014,0.18,62652.0,0.2156,0.1813,0.3969,0.2113,0.0,0.9354,0.4314
95,Northport,Alabama,35475,-87.57913,33.388654,Birmingham,AL,1013085.0,011250101033115,0.18,39007.0,0.2937,0.4188,0.3164,0.0196,0.0228,0.7748,0.1519
96,Northport,Alabama,35476,-87.58819,33.227736,Birmingham,AL,1013085.0,011250104032028,0.18,26842.0,0.4226,0.41,0.2113,0.0565,0.0,0.7564,0.0812
97,Reform,Alabama,35481,-88.02086,33.399471,Birmingham,AL,1013112.0,011070501004040,0.244,19994.0,0.584,0.312,0.108,0.046,0.0,0.6095,0.0824
98,Jasper,Alabama,35501,-87.27632,33.828412,Birmingham,AL,1013048.0,011270202002085,0.232,41151.0,0.25,0.5194,0.1361,0.2194,0.0,0.7914,0.2551
99,Jasper,Alabama,35503,-87.29957,33.907546,Birmingham,AL,1013048.0,011270209003059,0.232,35522.0,0.3005,0.4015,0.3416,0.0686,0.0,0.6938,0.0571
100,Jasper,Alabama,35504,-87.2125,33.883566,Birmingham,AL,1013048.0,011270207002019,0.232,75191.0,0.2008,0.187,0.3799,0.2028,0.0472,0.744,0.0956
101,Addison,Alabama,35540,-87.17232,34.223057,Birmingham,AL,1012929.0,011339655012021,0.203,32940.0,0.3169,0.2757,0.0905,0.3169,0.0,0.6125,0.0554
102,Berry,Alabama,35546,-87.58251,33.628719,Birmingham,AL,1012952.0,010570204003064,0.273,40460.0,0.2752,0.5199,0.1865,0.0275,0.0,0.6128,0.0147
103,Fayette,Alabama,35555,-87.83026,33.681768,Birmingham,AL,1013006.0,010570203003001,0.273,40595.0,0.1186,0.4364,0.411,0.0339,0.0,0.6908,0.1594
104,Guin,Alabama,35563,-87.90302,33.972007,Birmingham,AL,1013026.0,010939646001103,0.209,44759.0,0.355,0.3008,0.2388,0.1349,0.0109,0.7033,0.1346
105,Haleyville,Alabama,35565,-87.6118,34.225425,Birmingham,AL,1013029.0,011339658004012,0.203,27754.0,0.4177,0.269,0.2342,0.1487,0.0,0.6463,0.0899
106,Hamilton,Alabama,35570,-88.00384,34.149717,Birmingham,AL,1013030.0,010939644003006,0.209,43543.0,0.3024,0.4992,0.2096,0.0784,0.0,0.5557,0.0975
107,Hodges,Alabama,35571,-87.94612,34.341907,Huntsville-Decatur (Florence),AL,1013040.0,010599736001070,0.216,43286.0,0.3257,0.3448,0.2567,0.1341,0.0077,0.6043,0.0065
108,Millport,Alabama,35576,-88.10835,33.581135,Columbus-Tupelo-West Point,AL,1013069.0,010750302004097,0.215,28477.0,0.3706,0.3823,0.1888,0.0769,0.021,0.69,0.1358
109,Oakman,Alabama,35579,-87.37169,33.673236,Birmingham,AL,1013087.0,011270213003013,0.232,42077.0,0.3253,0.3199,0.2124,0.121,0.0215,0.7316,0.045
110,Red Bay,Alabama,35582,-88.12041,34.448328,Huntsville-Decatur (Florence),AL,1013111.0,010599734002039,0.216,46586.0,0.2792,0.29,0.4351,0.0368,0.0,0.6685,0.0644
111,Sulligent,Alabama,35586,-88.13117,33.864591,Columbus-Tupelo-West Point,AL,1013127.0,010750300005055,0.215,36071.0,0.4249,0.3523,0.2383,0.0708,0.0,0.5376,0.041
112,Vernon,Alabama,35592,-88.0996,33.752857,Columbus-Tupelo-West Point,AL,1013145.0,010750301003032,0.215,20088.0,0.5265,0.1121,0.1682,0.0405,0.1526,0.7015,0.1939
113,Winfield,Alabama,35594,-87.78949,33.925454,Birmingham,AL,1013153.0,010939647004058,0.209,28115.0,0.4797,0.5711,0.1269,0.0406,0.0,0.6753,0.0781
114,Decatur,Alabama,35601,-86.98786,34.595332,Huntsville-Decatur (Florence),AL,1012990.0,011030007003000,0.141,38796.0,0.2916,0.5604,0.3052,0.0592,0.0,0.7753,0.3062
115,Decatur,Alabama,35603,-86.95732,34.539072,Huntsville-Decatur (Florence),AL,1012990.0,011030053011038,0.141,84247.0,0.0977,0.208,0.3534,0.3193,0.033,0.8677,0.3494
116,Athens,Alabama,35611,-87.02767,34.784028,Huntsville-Decatur (Florence),AL,1012944.0,010830204022034,0.141,40793.0,0.3521,0.3696,0.2529,0.143,0.0,0.7266,0.1206
117,Athens,Alabama,35613,-86.89623,34.808165,Huntsville-Decatur (Florence),AL,1012944.0,010830208011027,0.141,78643.0,0.1113,0.2312,0.4708,0.1888,0.0467,0.8963,0.2571
118,Athens,Alabama,35614,-87.06231,34.860179,Huntsville-Decatur (Florence),AL,1012944.0,010830204011022,0.141,37411.0,0.3608,0.3644,0.2131,0.0932,0.0,0.6584,0.0748
119,Cherokee,Alabama,35616,-87.9986,34.748498,Huntsville-Decatur (Florence),AL,1012972.0,010330210001185,0.192,34029.0,0.3581,0.3859,0.2171,0.1299,0.0,0.7419,0.0219
120,Florence,Alabama,35630,-87.66253,34.817537,Huntsville-Decatur (Florence),AL,1013007.0,010770109004021,0.176,23173.0,0.5633,0.3081,0.2647,0.0284,0.0,0.8098,0.3048
121,Florence,Alabama,35633,-87.77379,34.898897,Huntsville-Decatur (Florence),AL,1013007.0,010770114003045,0.176,40321.0,0.21,0.385,0.3417,0.0983,0.0,0.7521,0.1239
122,Florence,Alabama,35634,-87.60731,34.888897,Huntsville-Decatur (Florence),AL,1013007.0,010770115023031,0.176,58168.0,0.203,0.3534,0.1704,0.1504,0.203,0.8392,0.223
123,Hartselle,Alabama,35640,-86.94027,34.442184,Huntsville-Decatur (Florence),AL,1013032.0,011030053031040,0.141,29094.0,0.4514,0.4742,0.1357,0.0096,0.0216,0.5777,0.1002
124,Killen,Alabama,35645,-87.50776,34.904208,Huntsville-Decatur (Florence),AL,1013051.0,010770116032018,0.176,35005.0,0.3528,0.4556,0.2056,0.0222,0.0484,0.7926,0.1567
125,Moulton,Alabama,35650,-87.27802,34.496476,Huntsville-Decatur (Florence),AL,1013077.0,010799794001011,0.181,38120.0,0.3629,0.3443,0.3299,0.0206,0.0186,0.6053,0.0779
126,Russellville,Alabama,35653,-87.78077,34.519453,Huntsville-Decatur (Florence),AL,1013115.0,010599732002013,0.216,27902.0,0.4858,0.354,0.1964,0.0,0.0,0.6173,0.0033
127,Russellville,Alabama,35654,-87.65265,34.516472,Huntsville-Decatur (Florence),AL,1013115.0,010599729002020,0.216,29000.0,0.4116,0.4207,0.1524,0.0701,0.0,0.6673,0.0581
128,Sheffield,Alabama,35660,-87.69317,34.759738,Huntsville-Decatur (Florence),AL,1013123.0,010330202001125,0.192,25492.0,0.5181,0.3945,0.1194,0.0,0.0341,0.7181,0.1955
129,Muscle Shoals,Alabama,35661,-87.62705,34.759947,Huntsville-Decatur (Florence),AL,1013079.0,010330207011197,0.192,42506.0,0.394,0.2915,0.3216,0.1237,0.0,0.7071,0.1697
130,Tuscumbia,Alabama,35674,-87.7142,34.70017,Huntsville-Decatur (Florence),AL,1013140.0,010330205002052,0.192,41177.0,0.2818,0.3606,0.3328,0.0745,0.019,0.7025,0.1066
131,Ardmore,Alabama,35739,-86.81352,34.972309,Huntsville-Decatur (Florence),AL,9051520.0,010830201021014,0.141,53789.0,0.1099,0.2588,0.4376,0.1937,0.0,0.8032,0.1398
132,Brownsboro,Alabama,35741,-86.48932,34.720813,Huntsville-Decatur (Florence),AL,1012960.0,010890109011197,0.127,96731.0,0.0663,0.2308,0.2467,0.3687,0.1194,0.9704,0.6444
133,Grant,Alabama,35747,-86.27889,34.500216,Huntsville-Decatur (Florence),AL,9052049.0,010950302022003,0.194,57251.0,0.1817,0.2752,0.4954,0.055,0.055,0.6969,0.221
134,Harvest,Alabama,35749,-86.76003,34.815817,Huntsville-Decatur (Florence),AL,9052111.0,010890105011094,0.127,72720.0,0.0735,0.2303,0.4489,0.252,0.0207,0.7932,0.2875
135,Hazel Green,Alabama,35750,-86.58988,34.948321,Huntsville-Decatur (Florence),AL,1013036.0,010890103013008,0.127,73100.0,0.1379,0.2054,0.4253,0.1726,0.0945,0.8602,0.2164
136,Laceys Spring,Alabama,35754,-86.61977,34.520438,Huntsville-Decatur (Florence),AL,1013052.0,011030057022006,0.141,37775.0,0.3098,0.326,0.2301,0.2,0.0358,0.7247,0.1802
137,Madison,Alabama,35756,-86.80159,34.630103,Huntsville-Decatur (Florence),AL,1013066.0,010830212003082,0.141,60547.0,0.1729,0.3542,0.3729,0.1678,0.0203,0.7231,0.0972
138,Madison,Alabama,35757,-86.75164,34.776638,Huntsville-Decatur (Florence),AL,1013066.0,010890106241046,0.127,83866.0,0.098,0.1089,0.5752,0.2277,0.0283,0.8967,0.4262
139,Madison,Alabama,35758,-86.73964,34.715065,Huntsville-Decatur (Florence),AL,1013066.0,010890110131020,0.127,71872.0,0.1217,0.233,0.3504,0.3,0.0522,0.9802,0.5064
140,New Hope,Alabama,35760,-86.39852,34.541285,Huntsville-Decatur (Florence),AL,9052514.0,010890114002018,0.127,36660.0,0.2953,0.4723,0.2492,0.0503,0.0115,0.6717,0.1199
141,New Market,Alabama,35761,-86.44272,34.902137,Huntsville-Decatur (Florence),AL,1013081.0,010890101002011,0.127,43385.0,0.291,0.3744,0.2833,0.1154,0.0,0.5859,0.1342
142,Paint Rock,Alabama,35764,-86.31816,34.694662,Huntsville-Decatur (Florence),AL,1013094.0,010719505001055,0.199,33069.0,0.3861,0.3785,0.2354,0.064,0.0019,0.6525,0.0751
143,Scottsboro,Alabama,35768,-86.08387,34.712327,Huntsville-Decatur (Florence),AL,1013119.0,010719506003039,0.199,35470.0,0.3713,0.2672,0.2318,0.1572,0.0,0.6247,0.0852
144,Scottsboro,Alabama,35769,-86.06464,34.606124,Huntsville-Decatur (Florence),AL,1013119.0,010719509004055,0.199,61029.0,0.1215,0.3084,0.433,0.1495,0.0514,0.8712,0.2869
145,Toney,Alabama,35773,-86.71367,34.90267,Huntsville-Decatur (Florence),AL,1013136.0,010890104022020,0.127,59909.0,0.2334,0.3168,0.3521,0.2359,0.0059,0.824,0.1178
146,Huntsville,Alabama,35801,-86.57316,34.72879,Huntsville-Decatur (Florence),AL,1013042.0,010890017001027,0.127,54160.0,0.2255,0.3723,0.2446,0.1957,0.1196,0.9003,0.5752
147,Huntsville,Alabama,35802,-86.55929,34.666041,Huntsville-Decatur (Florence),AL,1013042.0,010890027011044,0.127,70593.0,0.1156,0.2038,0.4971,0.1546,0.0766,0.8979,0.5178
148,Huntsville,Alabama,35803,-86.54293,34.603017,Huntsville-Decatur (Florence),AL,1013042.0,010890029221016,0.127,81204.0,0.1224,0.3122,0.2878,0.2735,0.0694,0.9194,0.4773
