2015-02-15T19:39:45.000Z,1
2015-02-15T19:42:48.000Z,1
2015-02-15T19:43:09.000Z,1
2015-02-15T19:43:34.000Z,1
2015-02-15T19:43:41.000Z,1
2015-02-15T19:45:14.000Z,1
2015-02-15T19:45:27.000Z,1
2015-02-15T19:46:25.000Z,1
2015-02-15T19:46:48.000Z,1
2015-02-15T19:46:53.000Z,1
2015-02-15T19:47:08.000Z,1
2015-02-15T19:47:39.000Z,1
2015-02-15T19:48:19.000Z,1
2015-02-15T19:49:23.000Z,1
2015-02-15T19:51:33.000Z,1
2015-02-15T19:52:48.000Z,1
2015-02-15T19:53:49.000Z,1
2015-02-15T19:54:07.000Z,1
2015-02-15T19:57:48.000Z,1
2015-02-15T19:58:09.000Z,1
2015-02-15T20:00:00.000Z,1
2015-02-15T20:00:02.000Z,1
2015-02-15T20:00:06.000Z,1
2015-02-15T20:03:56.000Z,1
2015-02-15T20:04:54.000Z,1
2015-02-15T20:05:12.000Z,1
2015-02-15T20:06:11.000Z,1
2015-02-15T20:09:15.000Z,1
2015-02-15T20:11:25.000Z,1
2015-02-15T20:11:51.000Z,2
2015-02-15T20:15:06.000Z,1
2015-02-15T20:15:46.000Z,1
2015-02-15T20:16:20.000Z,1
2015-02-15T20:17:18.000Z,1
2015-02-15T20:17:43.000Z,1
2015-02-15T20:19:37.000Z,1
2015-02-15T20:21:52.000Z,1
2015-02-15T20:22:05.000Z,1
2015-02-15T20:23:09.000Z,1
2015-02-15T20:23:52.000Z,1
2015-02-15T20:26:05.000Z,1
2015-02-15T20:26:07.000Z,1
2015-02-15T20:26:30.000Z,1
2015-02-15T20:28:59.000Z,1
2015-02-15T20:29:06.000Z,1
2015-02-15T20:31:12.000Z,1
2015-02-15T20:32:53.000Z,1
2015-02-15T20:32:59.000Z,1
2015-02-15T20:36:01.000Z,1
2015-02-15T20:38:20.000Z,1
2015-02-15T20:40:45.000Z,1
2015-02-15T20:42:21.000Z,1
2015-02-15T20:42:27.000Z,1
2015-02-15T20:42:35.000Z,1
2015-02-15T20:42:44.000Z,1
