name,city,state,state_url,school_name,player_url
"Kaniel Dickens","Denver","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","East","http://www.basketball-reference.com/players/d/dickeka01.html"
"Nick Fazekas","Arvada","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Ralston Valley","http://www.basketball-reference.com/players/f/fazekni01.html"
"Pat Frink","Wheat Ridge","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Wheat Ridge","http://www.basketball-reference.com/players/f/frinkpa01.html"
"Bill Garnett","Denver","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Regis","http://www.basketball-reference.com/players/g/garnebi02.html"
"Pat Garrity","Monument","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Lewis Palmer","http://www.basketball-reference.com/players/g/garripa01.html"
"Eddie Gill","Aurora","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Overland","http://www.basketball-reference.com/players/g/gilled01.html"
"Glen Gondrezick","Boulder","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Boulder","http://www.basketball-reference.com/players/g/gondrgl01.html"
"Grant Gondrezick","Boulder","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Boulder","http://www.basketball-reference.com/players/g/gondrgr01.html"
"Mike Higgins","Greeley","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","West","http://www.basketball-reference.com/players/h/higgimi01.html"
"Tom Hovasse","Security","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Widefield","http://www.basketball-reference.com/players/h/hovasto01.html"
"Reggie Jackson","Colorado Springs","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Palmer","http://www.basketball-reference.com/players/j/jacksre01.html"
"Mark Randall","Englewood","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Cherry Creek","http://www.basketball-reference.com/players/r/randama01.html"
"Micheal Ray Richardson","Denver","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Manual","http://www.basketball-reference.com/players/r/richami01.html"
"Michael Ruffin","Englewood","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Cherry Creek","http://www.basketball-reference.com/players/r/ruffimi01.html"
"Dale Schlueter","Denver","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","George Washington","http://www.basketball-reference.com/players/s/schluda01.html"
"Ron Shavlik","Denver","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","East","http://www.basketball-reference.com/players/s/shavlro01.html"
"Jason Smith","Kersey","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Platte Valley","http://www.basketball-reference.com/players/s/smithja02.html"
"Brooks Thompson","Littleton","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Littleton","http://www.basketball-reference.com/players/t/thompbr01.html"
"Scott Wedman","Denver","Colorado","http://www.basketball-reference.com/friv/high_schools.cgi?state=CO","Mullen","http://www.basketball-reference.com/players/w/wedmasc01.html"
"Michael Adams","Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Hartford Public","http://www.basketball-reference.com/players/a/adamsmi01.html"
"Chuck Aleksinas","Litchfield","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Wamogo","http://www.basketball-reference.com/players/a/aleksch01.html"
"John Bagley","Bridgeport","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Warren Harding","http://www.basketball-reference.com/players/b/baglejo01.html"
"Vin Baker","Old Saybrook","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Old Saybrook","http://www.basketball-reference.com/players/b/bakervi01.html"
"Andray Blatche","South Kent","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","South Kent School","http://www.basketball-reference.com/players/b/blatcan01.html"
"Scott Burrell","Hamden","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Hamden","http://www.basketball-reference.com/players/b/burresc01.html"
"Marcus Camby","Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Hartford Public","http://www.basketball-reference.com/players/c/cambyma01.html"
"Yinka Dare","Milford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Milford Academy","http://www.basketball-reference.com/players/d/dareyi01.html"
"Vinny Del Negro","Suffield","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Suffield Academy","http://www.basketball-reference.com/players/d/delnevi01.html"
"Quincy Douby","Oakdale","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","St. Thomas Moore School","http://www.basketball-reference.com/players/d/doubyqu01.html"
"Andre Drummond","Oakdale","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","St. Thomas More School","http://www.basketball-reference.com/players/d/drumman01.html"
"Devin Ebanks","Oakdale","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","St. Thomas Moore School","http://www.basketball-reference.com/players/e/ebankde01.html"
"Johnny Egan","Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Weaver","http://www.basketball-reference.com/players/e/eganjo01.html"
"Billy Evans","New Haven","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Hillhouse","http://www.basketball-reference.com/players/e/evansbi01.html"
"Rod Foster","New Britain","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Saint Thomas Aquinas","http://www.basketball-reference.com/players/f/fostero01.html"
"Deng Gai","Milford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Milford Academy","http://www.basketball-reference.com/players/g/gaide01.html"
"John Garris","Bridgeport","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Bassick","http://www.basketball-reference.com/players/g/garrijo01.html"
"Mike Gminski","Monroe","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Masuk","http://www.basketball-reference.com/players/g/gminsmi01.html"
"Ryan Gomes","Waterbury","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Wilby","http://www.basketball-reference.com/players/g/gomesry01.html"
"Maurice Harkless","South Kent","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","South Kent School","http://www.basketball-reference.com/players/h/harklma01.html"
"Bob Knight","Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Weaver","http://www.basketball-reference.com/players/k/knighbo01.html"
"Bruce Kuczenski","Bristol","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Central","http://www.basketball-reference.com/players/k/kuczebr01.html"
"Ricky Ledo","South Kent","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","South Kent","http://www.basketball-reference.com/players/l/ledori01.html"
"Rick Mahorn","Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Weaver","http://www.basketball-reference.com/players/m/mahorri01.html"
"Wes Matthews","Bridgeport","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Harding","http://www.basketball-reference.com/players/m/matthwe01.html"
"Tharon Mayes","New Haven","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Hillhouse","http://www.basketball-reference.com/players/m/mayesth01.html"
"Paul McCracken","New Haven","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Hillhouse","http://www.basketball-reference.com/players/m/mccrapa01.html"
"Jerome Moiso","Milford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Milford Academy","http://www.basketball-reference.com/players/m/moisoje01.html"
"Calvin Murphy","Norwalk","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Norwalk","http://www.basketball-reference.com/players/m/murphca01.html"
"Jay Murphy","Meriden","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Maloney","http://www.basketball-reference.com/players/m/murphja01.html"
"Lamar Odom","New Britain","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Saint Thomas Aquinas","http://www.basketball-reference.com/players/o/odomla01.html"
"Frank Oleynick","Bridgeport","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Notre Dame","http://www.basketball-reference.com/players/o/oleynfr01.html"
"John Pinone","Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","South Catholic","http://www.basketball-reference.com/players/p/pinonjo01.html"
"Harold Pressley","Uncasville","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Saint Bernard","http://www.basketball-reference.com/players/p/pressha01.html"
"Charles Smith","Fort Worth","Texas","http://www.basketball-reference.com/friv/high_schools.cgi?state=TX","Dunbar","http://www.basketball-reference.com/players/s/smithch04.html"
"Chris Smith","Newark","New Jersey","http://www.basketball-reference.com/friv/high_schools.cgi?state=NJ","Saint Benedict's Preparatory School","http://www.basketball-reference.com/players/s/smithch05.html"
"Russ Smith","South Kent","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","South Kent School","http://www.basketball-reference.com/players/s/smithru01.html"
"Will Solomon","East Hartford","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","East Hartford","http://www.basketball-reference.com/players/s/solomwi01.html"
"Isaiah Thomas","South Kent","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","South Kent School","http://www.basketball-reference.com/players/t/thomais02.html"
"Corny Thompson","Middletown","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Middletown","http://www.basketball-reference.com/players/t/thompco01.html"
"Edwin Ubiles","Oakdale","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Saint Thomas More","http://www.basketball-reference.com/players/u/ubileed01.html"
"Tyson Wheeler","New London","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","New London","http://www.basketball-reference.com/players/w/wheelty01.html"
"Jordan Williams","Torrington","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Torrington","http://www.basketball-reference.com/players/w/willijo03.html"
"Sly Williams","New Haven","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Lee","http://www.basketball-reference.com/players/w/willisl01.html"
"John Williamson","New Haven","Connecticut","http://www.basketball-reference.com/friv/high_schools.cgi?state=CT","Wilbur Cross","http://www.basketball-reference.com/players/w/willijo01.html"
"Dexter Boney","Wilmington","Delaware","http://www.basketball-reference.com/friv/high_schools.cgi?state=DE","Brandywine","http://www.basketball-reference.com/players/b/boneyde01.html"
"A.J. English","Wilmington","Delaware","http://www.basketball-reference.com/friv/high_schools.cgi?state=DE","Howard Career Center","http://www.basketball-reference.com/players/e/engliaj01.html"
"Laron Profit","Dover","Delaware","http://www.basketball-reference.com/friv/high_schools.cgi?state=DE","Caesar Rodney","http://www.basketball-reference.com/players/p/profila01.html"
"Terence Stansbury","Newark","Delaware","http://www.basketball-reference.com/friv/high_schools.cgi?state=DE","Newark","http://www.basketball-reference.com/players/s/stanste01.html"
"Tim Bassett","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","McKinley","http://www.basketball-reference.com/players/b/basseti01.html"
"John Battle","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","McKinley","http://www.basketball-reference.com/players/b/battljo01.html"
"Elgin Baylor","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Spingarn","http://www.basketball-reference.com/players/b/bayloel01.html"
"Dave Bing","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Spingarn","http://www.basketball-reference.com/players/b/bingda01.html"
"Ruben Boumtje-Boumtje","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Archbishop Carroll","http://www.basketball-reference.com/players/b/boumtru01.html"
"Austin Carr","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Mackin","http://www.basketball-reference.com/players/c/carrau01.html"
"Jerry Chambers","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Eastern","http://www.basketball-reference.com/players/c/chambje01.html"
"Robert Churchwell","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Gonzaga","http://www.basketball-reference.com/players/c/churcro01.html"
"Johnny Dawkins","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Mackin","http://www.basketball-reference.com/players/d/dawkijo01.html"
"Sherman Douglas","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Spingarn","http://www.basketball-reference.com/players/d/douglsh01.html"
"John Duren","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Dunbar","http://www.basketball-reference.com/players/d/durenjo01.html"
"Jack George","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","St. John's College","http://www.basketball-reference.com/players/g/georgja01.html"
"Claude Gregory","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Coolidge","http://www.basketball-reference.com/players/g/gregocl01.html"
"Keith Herron","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Mackin","http://www.basketball-reference.com/players/h/herroke01.html"
"Donald Hodge","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Coolidge","http://www.basketball-reference.com/players/h/hodgedo01.html"
"Tom Hoover","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Archbishop Carroll","http://www.basketball-reference.com/players/h/hooveto01.html"
"Mike Jackson","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Cardozo","http://www.basketball-reference.com/players/j/jacksmi01.html"
"Anthony Jones","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Dunbar","http://www.basketball-reference.com/players/j/jonesan01.html"
"Collis Jones","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","St. John's College","http://www.basketball-reference.com/players/j/jonesco01.html"
"Earl Jones","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Spingarn","http://www.basketball-reference.com/players/j/jonesea01.html"
"Eddie Jordan","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Archbishop Carroll","http://www.basketball-reference.com/players/j/jordaed01.html"
"Bobby Lewis","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","St. John's College","http://www.basketball-reference.com/players/l/lewisbo01.html"
"Cedric Lewis","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Archbishop Carroll","http://www.basketball-reference.com/players/l/lewisce01.html"
"Gene Littles","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","McKinley","http://www.basketball-reference.com/players/l/littlge01.html"
"Bill Martin","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","McKinley","http://www.basketball-reference.com/players/m/martibi01.html"
"Moochie Norris","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Cardozo","http://www.basketball-reference.com/players/n/norrimo01.html"
"Curtis Perry","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Western","http://www.basketball-reference.com/players/p/perrycu01.html"
"Dominic Pressley","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Mackin","http://www.basketball-reference.com/players/p/pressdo01.html"
"Bernard Robinson","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Dunbar","http://www.basketball-reference.com/players/r/robinbe01.html"
"Craig Shelton","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Dunbar","http://www.basketball-reference.com/players/s/sheltcr01.html"
"Tom Sluby","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Gonzaga","http://www.basketball-reference.com/players/s/slubyto01.html"
"John Thompson","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Archbishop Carroll","http://www.basketball-reference.com/players/t/thompjo01.html"
"John Tresvant","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Spingarn","http://www.basketball-reference.com/players/t/tresvjo01.html"
"Anthony Tucker","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","McKinley","http://www.basketball-reference.com/players/t/tuckean01.html"
"Ben Warley","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Phelps Vocational","http://www.basketball-reference.com/players/w/warlebe01.html"
"Donald Washington","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Saint Anthony","http://www.basketball-reference.com/players/w/washido01.html"
"Kermit Washington","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Coolidge","http://www.basketball-reference.com/players/w/washike01.html"
"Stan Washington","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Spingarn","http://www.basketball-reference.com/players/w/washist01.html"
"Duck Williams","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Mackin","http://www.basketball-reference.com/players/w/willidu01.html"
"Chris Wright","Trotwood","Ohio","http://www.basketball-reference.com/friv/high_schools.cgi?state=OH","Trotwood-Madison","http://www.basketball-reference.com/players/w/wrighch01.html"
"Larry Wright","Washington","District of Columbia","http://www.basketball-reference.com/friv/high_schools.cgi?state=DC","Western","http://www.basketball-reference.com/players/w/wrighla01.html"
"Solomon Alabi","Montverde","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Montverde Academy","http://www.basketball-reference.com/players/a/alabiso01.html"
"Gary Alexander","Jacksonville","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","William M. Raines","http://www.basketball-reference.com/players/a/alexaga01.html"
"Randy Allen","Milton","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Milton","http://www.basketball-reference.com/players/a/allenra01.html"
"Chucky Atkins","Orlando","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Evans","http://www.basketball-reference.com/players/a/atkinch01.html"
"Jose Barea","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Miami Christian School","http://www.basketball-reference.com/players/b/bareajo01.html"
"Raja Bell","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Killian","http://www.basketball-reference.com/players/b/bellra01.html"
"Otis Birdsong","Winter Haven","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Winter Haven","http://www.basketball-reference.com/players/b/birdsot01.html"
"Ricky Blanton","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Killian","http://www.basketball-reference.com/players/b/blantri01.html"
"Tony Bobbitt","Daytona Beach","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Mainland","http://www.basketball-reference.com/players/b/bobbito01.html"
"Brad Branson","Fort Myers","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","North","http://www.basketball-reference.com/players/b/bransbr01.html"
"Mike Brittain","Clearwater","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Clearwater","http://www.basketball-reference.com/players/b/brittmi01.html"
"Dee Brown","Maywood","Illinois","http://www.basketball-reference.com/friv/high_schools.cgi?state=IL","Proviso East","http://www.basketball-reference.com/players/b/brownde03.html"
"Pat Burke","Cape Coral","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Mariner","http://www.basketball-reference.com/players/b/burkepa01.html"
"Nick Calathes","Winter Park","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Lake Howell","http://www.basketball-reference.com/players/c/calatni01.html"
"Vince Carter","Daytona Beach","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Mainland","http://www.basketball-reference.com/players/c/cartevi01.html"
"Charles Claxton","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Miami Carol City","http://www.basketball-reference.com/players/c/claxtch01.html"
"Ben Clyde","Saint Petersburg","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Gibbs","http://www.basketball-reference.com/players/c/clydebe01.html"
"Norris Coleman","Jacksonville","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Paxon","http://www.basketball-reference.com/players/c/colemno01.html"
"Art Collins","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Jackson","http://www.basketball-reference.com/players/c/colliar01.html"
"James Collins","Jacksonville","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Jackson","http://www.basketball-reference.com/players/c/collija01.html"
"Chris Corchiani","Hialeah","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Hialeah-Miami Lakes","http://www.basketball-reference.com/players/c/corchch01.html"
"Al Cueto","Coral Gables","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Coral Gables","http://www.basketball-reference.com/players/c/cuetoal01.html"
"Mike Davis","Brooklyn","New York","http://www.basketball-reference.com/friv/high_schools.cgi?state=NY","Eastern District","http://www.basketball-reference.com/players/d/davismi01.html"
"Darryl Dawkins","Orlando","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Evans","http://www.basketball-reference.com/players/d/dawkida01.html"
"Andrew DeClercq","Clearwater","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Countryside","http://www.basketball-reference.com/players/d/declean01.html"
"Guillermo Diaz","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Miami Christian School","http://www.basketball-reference.com/players/d/diazgu01.html"
"Mickey Dillard","Fort Lauderdale","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Nova","http://www.basketball-reference.com/players/d/dillami01.html"
"Keyon Dooling","Fort Lauderdale","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Dillard","http://www.basketball-reference.com/players/d/doolike01.html"
"Zabian Dowdell","Pahokee","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Pahokee","http://www.basketball-reference.com/players/d/dowdeza01.html"
"Doug Edwards","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Miami","http://www.basketball-reference.com/players/e/edwardo01.html"
"Reggie Evans","Pensacola","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Woodham","http://www.basketball-reference.com/players/e/evansre01.html"
"Dave Fedor","Zephyr Hills","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Zephyr Hills","http://www.basketball-reference.com/players/f/fedorda01.html"
"Carl Fuller","Saint Augustine","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Murray","http://www.basketball-reference.com/players/f/fulleca01.html"
"Alonzo Gee","Palm Beach Gardens","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","William T. Dwyer","http://www.basketball-reference.com/players/g/geeal01.html"
"Matt Geiger","Clearwater","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Countryside","http://www.basketball-reference.com/players/g/geigema01.html"
"Anthony Goldwire","Riviera Beach","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Suncoast","http://www.basketball-reference.com/players/g/goldwan01.html"
"Joey Graham","Brandon","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Brandon","http://www.basketball-reference.com/players/g/grahajo01.html"
"Stephen Graham","Brandon","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Brandon","http://www.basketball-reference.com/players/g/grahast01.html"
"Kenny Green","Eustis","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Eustis","http://www.basketball-reference.com/players/g/greenke02.html"
"Taurean Green","Ft. Lauderdale","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Cardinal Gibbons","http://www.basketball-reference.com/players/g/greenta01.html"
"Orien Greene","Gainesville","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Gainesville","http://www.basketball-reference.com/players/g/greenor01.html"
"Tom Hammonds","Crestview","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Crestview","http://www.basketball-reference.com/players/h/hammoto01.html"
"Tim Hardaway","Chicago","Illinois","http://www.basketball-reference.com/friv/high_schools.cgi?state=IL","Carver","http://www.basketball-reference.com/players/h/hardati01.html"
"Derek Harper","West Palm Beach","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","North Shore","http://www.basketball-reference.com/players/h/harpede01.html"
"Udonis Haslem","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Miami","http://www.basketball-reference.com/players/h/hasleud01.html"
"Alvin Heggs","Jacksonville","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Andrew Jackson","http://www.basketball-reference.com/players/h/heggsal01.html"
"John Henson","Tampa","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Sickles","http://www.basketball-reference.com/players/h/hensojo01.html"
"Jerome James","Tampa","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Pentacostal Christian Academy","http://www.basketball-reference.com/players/j/jamesje01.html"
"Tim James","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Miami Northwestern","http://www.basketball-reference.com/players/j/jamesti01.html"
"Clemon Johnson","Tallahassee","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Florida A&M University High School","http://www.basketball-reference.com/players/j/johnscl01.html"
"Eddie Johnson","Chicago","Illinois","http://www.basketball-reference.com/friv/high_schools.cgi?state=IL","Westinghouse","http://www.basketball-reference.com/players/j/johnsed03.html"
"Frank Johnson","Summerfield","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Lake Weir","http://www.basketball-reference.com/players/j/johnsfr01.html"
"Nate Johnston","Belle Glade","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Belle Glade","http://www.basketball-reference.com/players/j/johnsna01.html"
"Alvin Jones","Lakeland","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Kathleen","http://www.basketball-reference.com/players/j/jonesal01.html"
"Dominique Jones","Lake Wales","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Lake Wales","http://www.basketball-reference.com/players/j/jonesdo02.html"
"Eddie Jones","Pompano Beach","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Ely","http://www.basketball-reference.com/players/j/jonesed02.html"
"James Jones","Miami","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","American","http://www.basketball-reference.com/players/j/jonesja02.html"
"Solomon Jones","Mount Dora","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Mount Dora","http://www.basketball-reference.com/players/j/jonesso01.html"
"Jerome Jordan","Melbourne","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Florida Air Academy","http://www.basketball-reference.com/players/j/jordaje01.html"
"Gary Keller","Saint Petersburg","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Dixie Hollins","http://www.basketball-reference.com/players/k/kellega01.html"
"Tarence Kinsey","Tampa","Florida","http://www.basketball-reference.com/friv/high_schools.cgi?state=FL","Jefferson","http://www.basketball-reference.com/players/k/kinseta01.html"
