name,city,state,state_url,school_name,player_url
"Michael Ansley","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Jackson-Olin","http://www.basketball-reference.com/players/a/anslemi01.html"
"Keith Askins","Athens","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Athens","http://www.basketball-reference.com/players/a/askinke01.html"
"Carl Bailey","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Jackson-Olin","http://www.basketball-reference.com/players/b/baileca01.html"
"Charles Barkley","Leeds","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Leeds","http://www.basketball-reference.com/players/b/barklch01.html"
"Eric Bledsoe","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","A.H. Parker","http://www.basketball-reference.com/players/b/bledser01.html"
"Tom Boswell","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Carver","http://www.basketball-reference.com/players/b/bosweto01.html"
"Jason Caffey","Mobile","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Davidson","http://www.basketball-reference.com/players/c/caffeja01.html"
"DeMarre Carroll","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","John Carroll","http://www.basketball-reference.com/players/c/carrode01.html"
"Bobby Cattage","Huntsville","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","J.O. Johnson","http://www.basketball-reference.com/players/c/cattabo01.html"
"Pete Chilcutt","Tuscaloosa","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Tuscaloosa Academy","http://www.basketball-reference.com/players/c/chilcpe01.html"
"DeMarcus Cousins","Mobile","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","LeFlore Magnet","http://www.basketball-reference.com/players/c/couside01.html"
"John Douglas","Leighton","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Colbert County","http://www.basketball-reference.com/players/d/dougljo01.html"
"Leon Douglas","Leighton","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Colbert County","http://www.basketball-reference.com/players/d/douglle01.html"
"John Drew","Beatrice","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","J.F. Shields","http://www.basketball-reference.com/players/d/drewjo01.html"
"T.R. Dunn","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","West End","http://www.basketball-reference.com/players/d/dunntr01.html"
"Jim Farmer","Dothan","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Houston Academy","http://www.basketball-reference.com/players/f/farmeji01.html"
"Artis Gilmore","Dothan","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Carver","http://www.basketball-reference.com/players/g/gilmoar01.html"
"Mickell Gladness","Sylacauga","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Sylacauga","http://www.basketball-reference.com/players/g/gladnmi01.html"
"Orlando Graham","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Sidney Lanier","http://www.basketball-reference.com/players/g/grahaor01.html"
"Travis Grant","Clayton","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Barbour County Training School","http://www.basketball-reference.com/players/g/granttr01.html"
"JaMychal Green","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","St. Jude","http://www.basketball-reference.com/players/g/greenja01.html"
"Lamar Green","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Carver","http://www.basketball-reference.com/players/g/greenla01.html"
"Johnny High","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Jones Valley","http://www.basketball-reference.com/players/h/highjo01.html"
"Cedrick Hordges","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Robert E. Lee","http://www.basketball-reference.com/players/h/hordgce01.html"
"Robert Horry","Andalusia","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Andalusia","http://www.basketball-reference.com/players/h/horryro01.html"
"Elvin Ivory","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Hayes","http://www.basketball-reference.com/players/i/ivoryel01.html"
"Stanley Jackson","Valley","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Valley","http://www.basketball-reference.com/players/j/jacksst01.html"
"Buck Johnson","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Hayes","http://www.basketball-reference.com/players/j/johnsbu01.html"
"Larry Kenon","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Ullman","http://www.basketball-reference.com/players/k/kenonla01.html"
"Warren Kidd","Vincent","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Vincent","http://www.basketball-reference.com/players/k/kiddwa01.html"
"Reggie King","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Jackson-Olin","http://www.basketball-reference.com/players/k/kingre01.html"
"Antonio Lang","Mobile","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","LeFlore Magnet","http://www.basketball-reference.com/players/l/langan02.html"
"James Lang","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Central Park Christian","http://www.basketball-reference.com/players/l/langja01.html"
"Keith McCord","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","West End","http://www.basketball-reference.com/players/m/mccorke01.html"
"K.J. McDaniels","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Central Park Christian School","http://www.basketball-reference.com/players/m/mcdankj01.html"
"Joe Meriweather","Phenix City","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Central","http://www.basketball-reference.com/players/m/meriwjo01.html"
"Jamario Moon","Rockford","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Coosa Central","http://www.basketball-reference.com/players/m/moonja01.html"
"Allen Murphy","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","A.H. Parker","http://www.basketball-reference.com/players/m/murphal01.html"
"Pete Myers","Mobile","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Williamson","http://www.basketball-reference.com/players/m/myerspe01.html"
"Alan Ogg","Gardendale","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Gardendale","http://www.basketball-reference.com/players/o/oggal01.html"
"Wiley Peck","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Robert E. Lee","http://www.basketball-reference.com/players/p/peckwi01.html"
"Chuck Person","Brantley","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Brantley","http://www.basketball-reference.com/players/p/persoch01.html"
"Wesley Person","Brantley","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Brantley","http://www.basketball-reference.com/players/p/persowe01.html"
"Eddie Phillips","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","A.H. Parker","http://www.basketball-reference.com/players/p/philled01.html"
"Chris Porter","Abbeville","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Abbeville","http://www.basketball-reference.com/players/p/portech01.html"
"Theo Ratliff","Demopolis","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Demopolis","http://www.basketball-reference.com/players/r/ratlith01.html"
"Oliver Robinson","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Woodlawn","http://www.basketball-reference.com/players/r/robinol01.html"
"Roy Rogers","Linden","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Linden","http://www.basketball-reference.com/players/r/rogerro02.html"
"Walter Sharpe","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","A.H. Parker","http://www.basketball-reference.com/players/s/sharpwa01.html"
"Bud Stallworth","Hartselle","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Morgan County Training School","http://www.basketball-reference.com/players/s/stallbu01.html"
"Bennie Swain","Talladega","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Westside","http://www.basketball-reference.com/players/s/swainbe01.html"
"Donell Taylor","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Sidney Lanier","http://www.basketball-reference.com/players/t/taylodo01.html"
"Andrew Toney","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Glenn","http://www.basketball-reference.com/players/t/toneyan01.html"
"Ben Wallace","Hayneville","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Central","http://www.basketball-reference.com/players/w/wallabe01.html"
"Gerald Wallace","Childersburg","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Childersburg","http://www.basketball-reference.com/players/w/wallage01.html"
"Marcus Webb","Montgomery","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Sidney Lanier","http://www.basketball-reference.com/players/w/webbma01.html"
"Ennis Whatley","Birmingham","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Phillips","http://www.basketball-reference.com/players/w/whatlen01.html"
"D.J. White","Tuscaloosa","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Hillcrest","http://www.basketball-reference.com/players/w/whitedj01.html"
"Rory White","Tuskegee","Alabama","http://www.basketball-reference.com/friv/high_schools.cgi?state=AL","Tuskegee","http://www.basketball-reference.com/players/w/whitero01.html"
"Carlos Boozer","Juneau","Alaska","http://www.basketball-reference.com/friv/high_schools.cgi?state=AK","Juneau-Douglas","http://www.basketball-reference.com/players/b/boozeca01.html"
"Mario Chalmers","Anchorage","Alaska","http://www.basketball-reference.com/friv/high_schools.cgi?state=AK","Bartlett","http://www.basketball-reference.com/players/c/chalmma01.html"
"Trajan Langdon","Anchorage","Alaska","http://www.basketball-reference.com/friv/high_schools.cgi?state=AK","Anchorage East","http://www.basketball-reference.com/players/l/langdtr01.html"
"Mark Alarie","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Brophy College Preparatory","http://www.basketball-reference.com/players/a/alarima01.html"
"Jerryd Bayless","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Saint Mary's","http://www.basketball-reference.com/players/b/bayleje01.html"
"Arthur Becker","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Camelback","http://www.basketball-reference.com/players/b/beckear01.html"
"Mike Bibby","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Shadow Mountain","http://www.basketball-reference.com/players/b/bibbymi01.html"
"Gerald Brown","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Carl Hayden","http://www.basketball-reference.com/players/b/brownge02.html"
"Steve Colter","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Union","http://www.basketball-reference.com/players/c/coltest01.html"
"Ron Davis","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Maryvale","http://www.basketball-reference.com/players/d/davisro01.html"
"Shane Edwards","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Mountain Pointe","http://www.basketball-reference.com/players/e/edwarsh01.html"
"Sean Elliott","Tucson","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Cholla","http://www.basketball-reference.com/players/e/elliose01.html"
"Dave Feitl","Tucson","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Santa Rita","http://www.basketball-reference.com/players/f/feitlda01.html"
"Carrick Felix","Goodyear","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Millenium","http://www.basketball-reference.com/players/f/felixca01.html"
"Jamaal Franklin","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Westwind Prep","http://www.basketball-reference.com/players/f/frankja01.html"
"Channing Frye","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Saint Mary's","http://www.basketball-reference.com/players/f/fryech01.html"
"Richard Jefferson","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Moon Valley","http://www.basketball-reference.com/players/j/jefferi01.html"
"Fat Lever","Tucson","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Pueblo","http://www.basketball-reference.com/players/l/leverfa01.html"
"Scott Lloyd","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","East","http://www.basketball-reference.com/players/l/lloydsc01.html"
"Brad Lohaus","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Greenway","http://www.basketball-reference.com/players/l/lohaubr01.html"
"Steve Malovic","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Alhambra","http://www.basketball-reference.com/players/m/malovst01.html"
"Larry Owens","Mesa","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Westwood","http://www.basketball-reference.com/players/o/owensla01.html"
"Greg Smith","Caldwell","Kentucky","http://www.basketball-reference.com/friv/high_schools.cgi?state=KY","Caldwell County","http://www.basketball-reference.com/players/s/smithgr01.html"
"Bernard Thompson","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","South Mountain","http://www.basketball-reference.com/players/t/thompbe01.html"
"Rudy White","Phoenix","Arizona","http://www.basketball-reference.com/friv/high_schools.cgi?state=AZ","Union","http://www.basketball-reference.com/players/w/whiteru01.html"
"James Anderson","Junction City","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Junction City","http://www.basketball-reference.com/players/a/anderja01.html"
"Ron Brewer","Fort Smith","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Northside","http://www.basketball-reference.com/players/b/brewero01.html"
"Ronnie Brewer","Fayetteville","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Fayetteville","http://www.basketball-reference.com/players/b/brewero02.html"
"Marcus Brown","West Memphis","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","West Memphis","http://www.basketball-reference.com/players/b/brownma01.html"
"Michael Cage","West Memphis","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","West Memphis","http://www.basketball-reference.com/players/c/cagemi01.html"
"Cory Carr","Kingsland","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Kingsland","http://www.basketball-reference.com/players/c/carrco01.html"
"John Dickson","Jonesboro","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Jonesboro","http://www.basketball-reference.com/players/d/dicksjo01.html"
"Jeremy Evans","Crossett","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Crossett","http://www.basketball-reference.com/players/e/evansje01.html"
"Derek Fisher","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Parkview","http://www.basketball-reference.com/players/f/fishede01.html"
"Archie Goodwin","Sherwood","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Sylvan Hills","http://www.basketball-reference.com/players/g/goodwar01.html"
"Myron Jackson","Hamburg","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Hamburg","http://www.basketball-reference.com/players/j/jacksmy01.html"
"Joe Johnson","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Little Rock Central","http://www.basketball-reference.com/players/j/johnsjo02.html"
"Caldwell Jones","Rohwer","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Desha Central","http://www.basketball-reference.com/players/j/jonesca01.html"
"Charles Jones","Brooklyn","New York","http://www.basketball-reference.com/friv/high_schools.cgi?state=NY","Bishop Ford","http://www.basketball-reference.com/players/j/jonesch03.html"
"Major Jones","Rohwer","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Desha Central","http://www.basketball-reference.com/players/j/jonesma01.html"
"Jim King","Fort Smith","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Fort Smith","http://www.basketball-reference.com/players/k/kingji01.html"
"Andrew Lang","Pine Bluff","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Dollarway","http://www.basketball-reference.com/players/l/langan01.html"
"Keith Lee","West Memphis","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","West Memphis","http://www.basketball-reference.com/players/l/leeke01.html"
"Quincy Lewis","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Parkview","http://www.basketball-reference.com/players/l/lewisqu01.html"
"Jeff Martin","Cherry Valley","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Cross Country","http://www.basketball-reference.com/players/m/martije01.html"
"Mel McGaha","Mabelville","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Mabelville","http://www.basketball-reference.com/players/m/mcgahme01.html"
"Eddie Miles","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Scipio Jones","http://www.basketball-reference.com/players/m/milesed01.html"
"Sidney Moncrief","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Hall","http://www.basketball-reference.com/players/m/moncrsi01.html"
"Ron Moore","Clarksville","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Clarksville","http://www.basketball-reference.com/players/m/moorero01.html"
"Dennis Nutt","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Central","http://www.basketball-reference.com/players/n/nuttde01.html"
"Jimmy Oliver","Morrilton","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Morrilton","http://www.basketball-reference.com/players/o/oliveji01.html"
"Scottie Pippen","Hamburg","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Hamburg","http://www.basketball-reference.com/players/p/pippesc01.html"
"Jackie Ridgle","Altheimer","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Martin","http://www.basketball-reference.com/players/r/ridglja01.html"
"Jerry Rook","Nettleton","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Nettleton","http://www.basketball-reference.com/players/r/rookje01.html"
"Duane Washington","Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Parkview","http://www.basketball-reference.com/players/w/washidu01.html"
"Sonny Weems","West Memphis","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","West Memphis","http://www.basketball-reference.com/players/w/weemsso01.html"
"Corliss Williamson","Russellville","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","Russellville","http://www.basketball-reference.com/players/w/willico02.html"
"Wayne Yates","North Little Rock","Arkansas","http://www.basketball-reference.com/friv/high_schools.cgi?state=AR","North Little Rock","http://www.basketball-reference.com/players/y/yateswa01.html"
"Alex Acker","Rialto","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Eisenhower","http://www.basketball-reference.com/players/a/ackeral01.html"
"Mark Acres","Palos Verdes Estates","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Palos Verdes","http://www.basketball-reference.com/players/a/acresma01.html"
"Hassan Adams","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Westchester","http://www.basketball-reference.com/players/a/adamsha01.html"
"Rick Adelman","Downey","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Saint Pius X","http://www.basketball-reference.com/players/a/adelmri01.html"
"Arron Afflalo","Compton","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Centennial","http://www.basketball-reference.com/players/a/afflaar01.html"
"Josh Akognon","Petaluma","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Casa Grande","http://www.basketball-reference.com/players/a/akognjo01.html"
"Odis Allison","Oakland","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","McClymonds","http://www.basketball-reference.com/players/a/allisod01.html"
"Darrell Allums","Lynwood","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Lynwood","http://www.basketball-reference.com/players/a/allumda01.html"
"Dan Anderson","Torrance","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","North Torrance","http://www.basketball-reference.com/players/a/anderda02.html"
"Richard Anderson","Garden Grove","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Rancho Alamitos","http://www.basketball-reference.com/players/a/anderri01.html"
"Ryan Anderson","El Dorado Hills","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Oak Ridge","http://www.basketball-reference.com/players/a/anderry01.html"
"Gilbert Arenas","Van Nuys","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Grant","http://www.basketball-reference.com/players/a/arenagi01.html"
"Trevor Ariza","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Westchester","http://www.basketball-reference.com/players/a/arizatr01.html"
"Brandon Armstrong","Vallejo","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Vallejo","http://www.basketball-reference.com/players/a/armstbr01.html"
"Stacey Augmon","Pasadena","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","John Muir","http://www.basketball-reference.com/players/a/augmost01.html"
"Isaac Austin","Oroville","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Las Plumas","http://www.basketball-reference.com/players/a/austiis01.html"
"Ken Austin","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Verbum Dei","http://www.basketball-reference.com/players/a/austike01.html"
"Dennis Awtrey","San Jose","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Blackford","http://www.basketball-reference.com/players/a/awtrede01.html"
"Jeff Ayres","Rancho Cucamonga","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Etiwanda","http://www.basketball-reference.com/players/p/pendeje02.html"
"Toby Bailey","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Loyola","http://www.basketball-reference.com/players/b/baileto01.html"
"Greg Ballard","Pomona","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Garey","http://www.basketball-reference.com/players/b/ballagr01.html"
"Don Barksdale","Berkeley","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Berkeley","http://www.basketball-reference.com/players/b/barksdo01.html"
"Matt Barnes","Sacramento","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Del Campo","http://www.basketball-reference.com/players/b/barnema02.html"
"Jim Barnett","Riverside","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Ramona","http://www.basketball-reference.com/players/b/barneji02.html"
"Brent Barry","Concord","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","De La Salle Catholic","http://www.basketball-reference.com/players/b/barrybr01.html"
"Drew Barry","Concord","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","De La Salle Catholic","http://www.basketball-reference.com/players/b/barrydr01.html"
"Jon Barry","Concord","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","De La Salle Catholic","http://www.basketball-reference.com/players/b/barryjo01.html"
"Vic Bartolome","Santa Barbara","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Santa Barbara","http://www.basketball-reference.com/players/b/bartovi01.html"
"Mike Batiste","Long Beach","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Wilson","http://www.basketball-reference.com/players/b/batismi01.html"
"Jerome Beasley","Moreno Valley","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Moreno Valley","http://www.basketball-reference.com/players/b/beaslje01.html"
"Bob Bedell","Bell Gardens","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Bell Gardens","http://www.basketball-reference.com/players/b/bedelbo01.html"
"Corey Benjamin","Fontana","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Fontana","http://www.basketball-reference.com/players/b/benjaco01.html"
"Ricky Berry","Morgan Hill","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Live Oak","http://www.basketball-reference.com/players/b/berryri01.html"
"John Block","Glendale","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Glendale","http://www.basketball-reference.com/players/b/blockjo01.html"
"Corie Blount","Monrovia","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Monrovia","http://www.basketball-reference.com/players/b/blounco01.html"
"Bruce Bowen","Fresno","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Edison","http://www.basketball-reference.com/players/b/bowenbr01.html"
"Freddie Boyd","Bakersfield","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","East Bakersfield","http://www.basketball-reference.com/players/b/boydfr01.html"
"Cedric Bozeman","Santa Ana","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Mater Dei","http://www.basketball-reference.com/players/b/bozemce01.html"
"Torraye Braggs","Fresno","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Edison","http://www.basketball-reference.com/players/b/braggto01.html"
"Mike Bratz","Lompoc","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Lompoc","http://www.basketball-reference.com/players/b/bratzmi01.html"
"Al Brightman","Long Beach","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Wilson","http://www.basketball-reference.com/players/b/brighal01.html"
"Scott Brooks","Manteca","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","East Union","http://www.basketball-reference.com/players/b/brooksc01.html"
"Bobby Brown","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Westchester","http://www.basketball-reference.com/players/b/brownbo02.html"
"Lewis Brown","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Verbum Dei","http://www.basketball-reference.com/players/b/brownle02.html"
"Stanley Brundy","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Crenshaw","http://www.basketball-reference.com/players/b/brundst01.html"
"Chase Budinger","Carlsbad","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","La Costa Canyon","http://www.basketball-reference.com/players/b/budinch01.html"
"Jud Buechler","Poway","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Poway","http://www.basketball-reference.com/players/b/buechju01.html"
"Larry Bunce","Riverside","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Ramona","http://www.basketball-reference.com/players/b/buncela01.html"
"Greg Bunch","San Bernadino","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Pacific","http://www.basketball-reference.com/players/b/bunchgr01.html"
"Greg Butler","Rolling Hills Estates","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Rolling Hills","http://www.basketball-reference.com/players/b/butlegr01.html"
"Mitchell Butler","North Hollywood","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Oakwood","http://www.basketball-reference.com/players/b/butlemi02.html"
"Joe Caldwell","Los Angeles","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","John C. Fremont","http://www.basketball-reference.com/players/c/caldwjo01.html"
"Bill Calhoun","San Francisco","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Lowell","http://www.basketball-reference.com/players/c/calhobi01.html"
"Mack Calvin","Long Beach","California","http://www.basketball-reference.com/friv/high_schools.cgi?state=CA","Long Beach Polytechnic","http://www.basketball-reference.com/players/c/calvima01.html"
